#OTUID	Q1	Q10	Q100	Q101	Q102	Q103	Q104	Q105	Q106	Q107	Q109	Q11	Q110	Q111	Q112	Q113	Q114	Q115	Q116	Q117	Q118	Q12	Q13	Q14	Q147	Q148	Q149	Q15	Q150	Q151	Q152	Q153	Q155	Q156	Q157	Q158	Q159	Q16	Q160	Q161	Q162	Q163	Q164	Q165	Q166	Q167	Q168	Q169	Q17	Q170	Q171	Q172	Q173	Q174	Q175	Q176	Q177	Q178	Q179	Q18	Q180	Q181	Q182	Q183	Q184	Q185	Q186	Q187	Q188	Q189	Q19	Q190	Q191	Q192	Q193	Q194	Q195	Q196	Q197	Q198	Q199	Q2	Q20	Q200	Q201	Q202	Q203	Q204	Q205	Q21	Q22	Q23	Q24	Q25	Q26	Q27	Q28	Q3	Q30	Q31	Q32	Q33	Q35	Q36	Q37	Q38	Q39	Q4	Q40	Q41	Q42	Q44	Q46	Q48	Q49	Q5	Q56	Q58	Q59	Q62	Q63	Q67	Q69	Q7	Q71	Q73	Q74	Q75	Q76	Q77	Q78	Q79	Q8	Q80	Q81	Q82	Q83	Q84	Q85	Q86	Q87	Q89	Q9	Q90	Q92	Q98	Q99
ASV_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	1	1	4	1	0	1	0	1	0	0	2	4	3	7	2	2	6	0	3	4	1	2	3	1	3	0	0	98	0	0	0	1	1	1	2	0	0	0	0	0	0	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	5	1	1	2	0	0	3	0	2	3	2	0	4	0	0	4	2	5	0	1	6	5	2	3	4	0	2	0	105	0	5	1	0	0	2	0	2	1	0	0	0	0	1	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	5	2	483	1	0	0	0	2	3	3	8	3	5	12	7	4	0	4	3	0	2	1	2	3	2	0	0	0	0	0	4	2	2	0	1	0	3	0	0	0	1	1	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_42	0	0	2	2	1	2	2	2	1	0	6	0	4	6	11	8	11	19	6	4	7	0	0	0	3	2	4	0	9	1	404	1	5	9	0	7	4	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	13	18	14	4
ASV_78	0	0	1	1	1	0	1	2	89	5	3	0	1	4	32	9	8	40	0	7	39	0	0	0	7	7	20	0	2	6	20	195	8	16	1	0	3	0	0	0	3	0	0	0	3	2	1	1	0	3	2	1	1	4	0	3	4	4	3	0	2	2	4	2	2	1	1	0	1	0	0	1	0	4	3	6	7	0	489	0	1	0	0	16	1	4	1	2	0	14	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	3	58	4	0	3	1	0	0	1	0	0	0	0	1	1	0	7	0	0	0	0	1	0	2	0	0	0	0	0	6	0	3	10	3	1
ASV_99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	4	2	1	2	20	1	2	5	0	0	2	4	6	13	5	3	14	7	6	0	9	5	10	2	2	6	4	0	0	16	0	81	12	2	5	5	4	3	2	0	2	0	0	0	1	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	4	3	1	5	3	0	3	4	4	1	7	12	7	15	7	8	0	13	6	6	4	0	10	4	6	1	2	0	89	1	8	4	4	2	4	2	0	2	0	0	0	5	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_143	0	1	4	0	1	2	10	5	0	0	0	0	0	2	3	0	0	1	1	1	1	0	1	0	2	0	0	0	2	1	0	1	0	2	15	1	3	0	2	0	0	41	0	19	16	21	6	50	1	3	7	31	15	49	3	14	6	23	8	1	9	6	10	9	41	3	4	12	37	5	2	2	12	12	2	4	3	23	0	1	0	0	3	1	4	4	0	2	4	1	1	1	0	0	0	0	1	4	0	1	0	0	1	33	4	7	1	8	0	0	2	1	0	1	0	4	1	0	15	0	26	3	12	0	2	6	4	0	3	4	11	0	1	2	2	9	3	4	1	0	10	3	0	4	2	71	3
ASV_162	3	2	4	2	0	1	2	5	0	0	0	4	1	3	4	0	0	0	1	0	0	4	18	0	3	1	4	4	0	1	0	6	1	0	3	7	0	2	0	1	1	70	0	6	14	2	39	27	1	4	9	22	2	17	8	3	7	6	6	1	17	2	30	15	7	2	14	3	13	11	1	3	20	12	0	7	0	3	1	2	5	0	8	1	4	5	0	6	3	4	5	2	1	4	1	1	2	3	1	1	1	1	2	129	6	2	5	12	5	1	3	2	2	5	0	8	0	0	31	1	7	9	4	1	3	12	1	0	1	5	1	1	4	1	6	5	1	3	2	0	3	3	8	0	2	9	0
ASV_84	1	23	0	1	1	1	2	0	0	0	3	6	0	9	0	0	1	0	1	2	1	27	33	2	3	0	2	77	1	0	0	1	0	1	12	80	101	7	248	8	4	4	2	1	6	0	1	2	6	1	2	3	3	4	0	36	6	4	3	35	6	2	8	6	1	4	0	1	0	2	1	0	0	1	1	3	2	2	1	3	16	5	3	1	5	3	0	4	0	7	9	3	3	1	2	3	8	4	0	3	4	3	4	2	18	2	3	13	0	11	4	5	0	0	1	4	7	1	2	4	3	17	2	26	1	9	11	9	14	27	18	9	29	3	23	2	16	5	0	1	1	1	14	1	1	2	0
ASV_86	0	0	4	4	1	1	5	4	127	5	11	0	3	9	64	68	20	206	0	38	35	0	0	0	17	25	36	2	26	10	61	111	32	28	2	6	6	0	1	0	0	0	0	3	1	0	2	1	1	1	3	0	0	3	0	2	0	3	1	0	0	0	2	1	1	1	2	1	0	0	0	0	0	3	7	117	59	0	23	1	0	0	0	10	1	1	1	0	0	3	1	0	4	0	1	0	0	0	2	10	2	1	0	2	0	0	0	0	1	2	11	0	5	50	2	1	5	0	0	0	0	1	0	0	0	0	0	0	7	0	1	0	0	1	1	1	1	1	0	0	0	13	0	4	24	10	4
ASV_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1	7	571	0	3	1	0	1	0	0	1	3	0	5	2	1	13	1	5	0	5	2	3	2	2	3	1	4	1	1	0	0	0	3	2	4	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
ASV_51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	4	3	1	3	2	0	2	4	6	13	15	10	9	11	10	10	0	16	9	8	3	5	8	6	5	0	3	0	79	2	1	1	1	3	5	1	0	2	0	0	4	1	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_49	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	3	2	3	3	1	2	0	3	2	9	4	2	5	8	5	0	8	4	7	3	3	4	2	8	0	0	0	0	50	2	4	2	5	2	2	2	1	0	0	4	9	0	2	4	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	4	0	0	3	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	8	0	0	0	0	1	0	0	0
ASV_69	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	10	0	15	0	0	0	0	6	27	14	0	3	0	0	4	7	1	0	1	0	0	0	1	1	2	1	0	1	1	0	0	0	0	2	2	2	3	4	3	1	4	2	3	2	2	0	5	4	1	2	4	0	1	0	0	0	2	2	3	0	3	0	37	117	1	3	416	31	0	2	1	0	4	0	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	6	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ASV_115	1	3	0	1	1	0	1	11	1	0	0	0	4	16	1	2	5	3	0	1	0	1	1	0	0	0	1	1	2	1	0	0	0	0	10	0	0	4	0	8	1	3	20	17	2	1	3	6	1	60	2	3	14	82	3	38	13	8	4	4	4	0	3	3	5	148	3	8	1	26	2	2	9	1	1	1	2	4	0	1	0	4	4	3	2	5	3	2	0	1	1	10	49	3	3	3	1	2	3	9	35	2	3	0	13	4	2	1	2	1	0	1	4	9	3	0	2	5	0	0	0	2	0	1	5	2	8	2	3	35	2	0	3	1	0	11	0	3	3	0	2	2	3	0	2	0	0
ASV_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	1	1	1	1	2	5	0	6	3	4	3	5	4	3	9	5	4	1	6	4	4	1	2	7	4	7	2	71	0	0	0	1	3	1	2	2	1	1	1	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
