,Q1,Q10,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q109,Q11,Q110,Q111,Q112,Q113,Q114,Q115,Q116,Q117,Q118,Q12,Q13,Q14,Q147,Q148,Q149,Q15,Q150,Q151,Q152,Q153,Q155,Q156,Q157,Q158,Q159,Q16,Q160,Q161,Q162,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q17,Q170,Q171,Q172,Q173,Q174,Q175,Q176,Q177,Q178,Q179,Q18,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q19,Q190,Q191,Q192,Q193,Q194,Q195,Q196,Q197,Q198,Q199,Q2,Q20,Q200,Q201,Q202,Q203,Q204,Q205,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q3,Q30,Q31,Q32,Q33,Q35,Q36,Q37,Q38,Q39,Q4,Q40,Q41,Q42,Q44,Q46,Q48,Q49,Q5,Q56,Q58,Q59,Q62,Q63,Q67,Q69,Q7,Q71,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q8,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q89,Q9,Q90,Q92,Q98,Q99
Q1,0,-0.669064653744435,-0.143791577432529,-0.7491955046318,-0.898325476364534,0.331438838093606,0.449108688568973,0.417360671861981,-1.23423111017242,1.99585745715947,-0.913713855299835,-0.553724117440556,-0.58369106559655,0.120428855534891,-1.32121890426667,0.587017888423363,-1.04319018927013,1.01611888634724,-1.16200942602586,0.213962249779645,-1.36911602551174,-0.881289628042702,-0.17764715141326,-1.16814126119007,0.0513518292565708,1.12983090293227,1.41645508609055,-0.997732740982982,0.773916855189664,2.02802890769763,1.26409522032946,-0.665580055486361,2.48055547536915,-1.79999947762051,0.465485612787893,0.0737682581743927,0.703671774256761,-0.39083175727106,1.48678724439502,-1.07425433819894,-0.719143500701631,-0.408515928341954,0.5750093933934,-0.492894729907597,-1.55874844659356,-0.908984802486596,-0.224095907916804,-1.06190571143241,0.047940508568849,0.813901426708662,-1.56368931785604,1.05686219776496,-1.41350092574923,-1.30860761334094,0.931322997818773,-0.245303976612041,-1.03090819138139,0.188075812028752,-0.136781297558174,1.43244112604351,-1.34403109399396,-0.208747814778212,0.963661854767911,1.03912601954902,-0.171010985657796,-0.0341995943531093,0.502256498577319,0.730221269735488,-0.18033947554435,0.917003763354633,2.04573834698311,0.00729952419370571,4.22809026549138,-0.402800064984695,-0.108973418137021,-0.38550529590965,4.08330457410502,-0.83952463983773,-0.277018585707674,0.889263461872343,0.354456886739381,-1.5812256756124,0.209609142344022,0.876848583516165,4.49891049850049,0.329765249349573,-0.820328027873636,0.511661984166283,-0.349680445332473,-0.603875116501945,1.20467173485004,-0.771562139908612,-0.688052689858588,-0.894966121474919,-0.738121843859,1.78172493504586,-0.374335518786204,0.917812531732378,-0.740305868040408,-0.293691181525312,-0.89452176327941,0.50480524443296,2.15917513554607,-1.34295376527577,1.93632956325178,0.206619456072959,-1.03314622026186,0.15879869353742,-0.983298800835401,0.0510891131909486,0.953469163109428,-0.690265745867187,0.167357621175203,0.76073004541768,-0.89722018808758,-1.86863475561137,-0.155156445153855,-1.00900403461801,-1.48483452295049,-0.674230486367571,0.993484981266831,-1.91296924047874,-0.236064216894793,-1.35936867278091,0.18711386578436,-1.40520088185911,0.410806559250577,-1.16083388910756,-0.147194529421459,0.693211149222215,0.22677482789241,-1.8432703073246,-1.10856521523847,1.22523354960699,-0.269810986050006,-1.42519333347719,1.70379240679483,-0.330859147206573,3.32366704617984,-1.06197253029591,-1.00586174791551,-0.855211291917283,-0.155213985756001,2.7597838841449,-0.40093254568637,0.942050317775315,-0.0511344021675789
Q10,-0.669064653744435,0,-0.928794366101498,-1.82441745157355,-0.807829905570324,-1.87059668581707,-1.51890298577146,-1.33360129020758,-2.46511143918612,-1.15272937815776,-0.533697672131289,-0.467426329564599,-0.730838203725537,-1.03250127393475,-1.72804399800331,-0.673748771709539,-1.24561558178111,-0.34764119398215,-0.794658983158884,-1.02997975094428,-0.907881284789169,-1.95148132228743,-0.233790741925727,-1.55753716833406,0.568682298669377,-0.61764824115653,-0.430782050317464,-0.316753874771286,2.20543290113846,-1.01696670421628,-0.612163119429962,-0.938836720328759,-1.43328409865074,-2.53192230731605,0.729811670850531,-2.37523166450831,0.977673631905935,-2.06369896861497,-0.87617667919898,-0.823900217029572,1.49999827760529,0.0406683235199511,1.25840977233058,0.252855005721973,-1.62631958141789,-0.996259013958076,-0.431572983606297,-0.960308820120892,-1.2948049316801,-1.41841919997297,-0.0060128287676606,2.6798155758996,-1.08070535765538,-1.01303454638875,-0.177304349443884,-0.282649115931429,-0.0912421080899589,-0.773783587160675,-1.10170970186115,-0.805009222764757,-1.00380435969881,-0.344038492777464,0.68823389378081,0.338615379345303,-0.771044720456644,2.89656950233026,-1.12425249087185,-0.53447842201302,-0.811925405379303,1.16391623119799,-0.462366252631956,-1.031143789707,-0.807451688491387,-0.990702943935727,-0.346460273292526,-0.934278830519762,1.29534125435933,-0.889002021485707,-0.695705489071697,0.118469025976325,-0.337433675782808,-1.94189179218852,-1.07128975755234,0.825513109578514,2.7111707065107,1.62505621326614,-0.16659110947789,0.496917910932271,-1.12963499340395,-0.890338296107491,-1.17051710408346,0.358182928852496,-1.13831586732529,-1.14329993841847,0.185276711554409,-1.1493903316398,-0.924722184577552,-2.05648496007279,-1.66212828457161,-0.0931211115405781,-1.63178304502027,1.00032132228878,-0.0480355562523161,-0.515072629238257,0.456504627869034,-0.647016042097199,1.09888962260334,-0.822909919994182,-1.36580535796848,-1.19108574054766,-0.368992701989439,-0.840630219811327,-0.515799114200165,-1.19169812115509,-0.953629952552501,-2.16644132539075,-0.829380057695016,-0.379707156107921,-1.54355492579853,-1.27774471899736,-1.00165050992291,-0.305969017779753,-1.18814209023082,-1.6263849487036,-0.358567194707596,-2.17264872716061,-1.04708150897572,-0.130713697244036,1.22345936902064,-2.1983923601793,-0.733460084325365,-0.0273571431457864,-0.767494810328909,0.168405228145943,-1.39494119508582,-0.262748737424134,0.0678154847490158,0.6159623566935,0.429772196356165,-0.558719139238735,-1.23811381342441,-1.40256444338581,-0.529503339051871,0.789340858847864,-0.104021655666767,-0.769876966050074,-1.90661646723333
Q100,-0.143791577432529,-0.928794366101498,0,-1.40065021589898,-1.1279364755915,-1.41323009986668,-0.520248634980114,-0.232897727425151,-1.29600596728352,-1.58579031838757,0.442908664219649,-1.06664895873955,0.302738130911049,-1.11226804709386,0.435642811135826,-2.02949598890355,-0.219958210874138,-0.720966654609139,-0.627963589470448,-1.30203093385983,-0.730932175565608,-1.35509080547992,-0.126967127264242,-0.440146005296668,-1.49430328626779,-0.711361564238459,-0.2933907092351,-0.604079924985282,1.20507622375986,-0.594424778813703,1.34916672461988,-0.25316573013759,-0.662144565127849,-0.371704847297099,0.0131621812486595,-2.65621578950507,-0.14703287903342,-1.16391083652888,-0.667000853409184,-2.03130131816997,-0.863766503521624,-1.65274249024474,0.643244641384712,-1.01610117826447,-2.05444154484083,-2.29524107943208,-0.325790346060286,-1.14517130345526,0.869873866490492,-1.075985028179,-1.75521539025792,1.97817036065386,0.315278366752724,-1.57710776759136,-1.49666043836557,-0.38823695173422,-1.59125898038251,-1.78381246838349,-0.938936915316772,-0.0482465238604993,-1.30685024888611,-1.82527935116464,-1.35754777517436,-0.431374955256548,-1.06142450977874,0.877911475075556,-1.39249912146101,-2.69469099816574,-1.35801400678364,-0.83758270456079,-1.36173144008964,-1.1296640381996,0.382065888950717,-0.913551749143008,-1.37630758037596,-1.58523532703714,0.23964163455833,1.93701547327092,-0.833166369339507,-1.19929358235659,-2.0322683507123,-1.02820407688748,-1.23779190690289,-0.0586167119548883,1.11207741460828,1.00542924059346,-0.779729093267859,0.250460480990915,-0.605425018148186,-0.72258474569872,-1.55333815278149,-0.0183243344221937,-1.28621877887587,-1.29840978389865,-0.787487627584192,-1.67177407496672,-1.61768510145532,-1.47472528102423,-1.51977844664526,-0.391957123410749,-1.0495382192336,0.254339958894102,-0.776646371508494,-0.516729297812588,-0.387249864402933,-0.42604494755994,0.303979207819968,-1.07089809220849,-1.10369371506535,-1.12076677704039,-1.16973139245219,1.3546224727901,-0.916600402004776,-0.29955860873736,-1.39226866044389,-2.01123985921237,-1.59025557195806,0.38048185343081,-0.584928036165477,-1.48929864711432,-1.67458191809906,-0.870901703774977,0.00674360484540744,-0.78449099711695,-1.35213234957888,-0.960140443999936,-0.968005030056283,-0.000914312070957802,0.855519966588034,-0.470509543632635,-0.843954984599147,-0.119541100320189,-0.670188751065491,-0.132025431326091,0.0688820846347842,-1.15725128176777,-1.14620676936433,-0.610682237612975,0.529212637506852,0.800881813293983,0.0124062345470924,-0.578497642765846,-1.23062310307894,-1.24964782703339,1.02829076904826,-2.16536339109134,-1.70069449554007
Q101,-0.7491955046318,-1.82441745157355,-1.40065021589898,0,-0.714146901591966,-2.25315052404819,0.830016631311257,-1.57827371403353,-1.81480058586595,-1.14914589707947,-0.659595457252352,-1.89620012482097,-2.32134823335126,-1.25380853122539,-2.17634781970987,-2.87740747768272,-2.38682865955595,-0.918945348834308,-1.90714446324558,-2.23489280239785,-2.26991201662103,-1.01943072847271,3.00129817051417,-0.571493941370138,-0.843239501511431,-0.847808134154781,-1.21838103204024,-1.71360860563293,-0.074579626857449,1.07774769534093,-0.106309614274532,-0.862360795660556,0.883603758438673,-0.608188936803454,-0.319877359628603,-2.37745980105323,-0.947920006566317,-1.91730523444502,0.0605238714384518,-1.11261346826032,-0.743138134902085,-2.21400561701391,0.935659270215513,-1.15216711931442,-1.88125495087237,-1.94580153915999,-0.525563992788013,-1.44372453309657,1.24382906882239,-0.617125264040625,-2.30907590273751,-1.92081470922415,-0.562405612407001,-1.68700079240372,-1.15974512262825,-0.438515165967822,-2.00231877539234,-1.72245625157545,-0.379911976990567,0.734182317795731,-1.1431497592151,-0.809211402606283,0.803386369633052,0.298268111489633,-0.99549076249151,0.0362146125326177,-0.71678547972359,-1.42193282842056,-0.529080629806326,-1.31628024205272,0.536231623358902,-0.660503985074675,3.50420018157461,-1.21776839954639,-0.473044549190908,-0.311339922434499,0.785059528813934,-0.983159171002664,-0.22289436597022,-1.4047577303644,-1.53267524604645,-1.71249631758881,-1.43696901367991,0.76423533902248,1.92703559893722,0.41287660577574,-1.48160384238499,0.865127769083818,-2.20717816067036,-1.69488671034374,-1.31013065209585,0.362205888931989,-1.56978794253853,-2.22757017613427,-1.52882103894602,-1.3678675302812,-2.68954889354754,-1.39858134187649,-1.54354446808462,-2.33938359891766,-2.46463007107122,-1.24619704734127,-1.69991131500469,0.708697230065666,-1.48813279582222,0.12976201944815,-0.0888800174724865,-0.438014159352087,-2.07409950063997,-0.886921654846828,-0.526161088457167,1.26365807649465,-0.72208197249551,0.853910249303673,-2.02142679436793,-1.04671082060887,-1.8684920400629,-2.86440180104534,1.13459482331778,-2.18577851510749,0.127050874219475,1.13295175362874,0.170372914477896,-2.28637089222475,0.0579825716759047,-0.500364467870617,0.45594064126339,-0.492690746030604,1.9340918138546,-0.268676532561614,2.57699683749962,-1.54057612460122,0.710163807682388,0.323985784118374,-0.339035463311498,-1.38297511721814,0.702687384634418,1.87786864437605,2.01914523766967,0.167457445500309,1.0040416364705,1.24854402432023,-0.686388942093059,-1.27943572228545,-1.00792789633105,-1.41248066139369,-1.55874960084308
Q102,-0.898325476364534,-0.807829905570324,-1.1279364755915,-0.714146901591966,0,0.237098204936174,-0.288715015587871,0.352032830193239,-0.888879527573777,-0.507592084430524,0.526978278635542,-2.09973518160892,-2.16928072877335,0.238197159742276,-0.50136877511176,-1.45015299373508,-2.34647985293042,0.477599943837973,-1.2272963508836,-1.57263233303674,-1.04867201459718,-1.3061725702887,0.562607149063338,-0.946618026713086,0.441482636121284,0.653185184739094,-0.00829408218746376,-0.95939349325291,0.219846166912841,0.259416557322556,-0.661945373787604,0.0401495147663445,0.422645457094509,-1.01213257163757,0.572658282351383,-0.561053291237079,0.46486063429156,-1.61099521687902,1.85390950855359,-1.44619924150428,-0.748477023425539,-1.49656672126383,0.850900826752204,0.735253594865063,-1.00835632544137,-1.89688403493038,0.514067823317371,-1.3099671845923,-1.18473171275428,1.17304575334342,-0.847471745979519,-0.103084673272929,-0.956458817423037,-1.17580400785924,0.929635564528658,0.109201122549355,-0.370443950822349,-0.201267569833892,-0.692673507018444,0.412741748851736,-0.808577461513628,0.141779105912994,0.977329678356421,0.963822334881223,0.698842310560332,0.817103650518853,0.738706511818706,0.0705824119321869,0.166165754855201,0.218710416514992,0.0282770916421262,-0.630918071923742,3.29993178356758,0.0133881843893237,-0.930468476353521,-0.485072143343757,2.83116317888241,-0.748020820089135,-0.416688223486452,-0.0473635562107985,1.06311232938473,-1.08373012188141,-0.549955384635212,0.530887196334694,1.86224023281873,0.506850691624301,-1.02625707039462,1.31165557353397,-0.00969664064776143,-0.993703437805089,-1.36458809397412,-0.308746704342802,-0.623945532106107,-0.99611545852511,-1.50749886557056,1.06748549036677,-1.40413118097362,-1.07165409472604,-0.645331514045233,-0.789857846384812,-1.38781948503936,-2.95268127286463,-0.0731242733968434,-1.15611020441424,0.401630412319924,-0.578057368370407,0.564869772666258,-0.274569497803796,-1.12990485359702,-0.304546965519122,-0.201801792182729,0.373176343508715,-1.04589314741907,0.714089657062152,-1.63571098709551,-1.83648969590939,-1.0199829873685,-1.99382006490105,-1.0156234642009,-2.26901970961375,0.904436428838543,-1.16755557220534,-0.522567173910453,-1.2620705616188,0.0562097916548815,-1.74880402930609,-0.207098341141621,-0.308671302729855,0.365776463994385,0.167390044340932,-0.443965127297924,-0.210542006627238,-0.169471128604218,0.0339757521345641,-0.906993443838946,-1.31601863654544,0.000452444256915207,-0.418389996161047,1.26535758593509,-1.54620637679202,-0.367822558318745,-1.12727276554232,0.0817313462162144,1.33037134817365,-1.21724875183712,0.236030683178866,-0.158278577554382
Q103,0.331438838093606,-1.87059668581707,-1.41323009986668,-2.25315052404819,0.237098204936174,0,-0.891523696259631,-1.56146925916792,-1.30532348657676,-2.0241258203975,-0.315432424489997,-1.76884876832366,0.683358238333684,-1.73645408373492,-0.941367830166517,-2.79190522170952,-0.512094961205082,-1.87928861195185,-1.15459005108361,-1.81232617146047,-2.63722439109478,-2.158952113195,0.526010792462313,-1.20923708377508,-2.07811753208644,-1.65980552212277,-1.83835695396396,-2.02717946531579,-0.677395271367636,-1.9278277471468,1.41486005042566,-1.29692425419608,-1.65598993594969,-1.57754525632485,-0.55423759429893,-2.42670954667142,-2.09763485100982,-1.92810372397154,-1.20464740811464,-2.49813649432153,-1.67022232254767,-1.26853653806859,-0.116284025089202,-2.43183461418462,-2.33085619937612,-2.07099112785312,-1.31989242882516,-2.38121086680572,0.398003600951014,-2.19440673761165,-1.97009080224926,-0.622205355256347,-0.46708642057395,-1.92097765667746,-2.23047745467379,-0.549989478501548,-2.22030153533334,-2.90268233501874,-2.43406957245028,-0.25089533162294,-1.74611308639325,-1.89877515197819,-0.124644799178003,-1.65864980863407,-2.13868671979181,-0.548067376489457,-1.73618739756942,-2.22711325900249,-2.20952037777008,-1.6687362509751,-0.556429389510509,-1.16076001806952,0.844325288982141,-2.15050499352678,-1.3843859256347,-1.65805909464868,0.342496144246621,0.969677016737647,-0.960479804389805,-2.15620236342555,-1.81899144903817,-1.60253129912143,-1.78463372220475,-0.567147742615512,0.0783881694602525,0.222691700612447,-1.34152780541282,-0.293871881737262,-1.86864853257167,-1.80988875552365,-1.92682181318969,-0.673681024025074,-1.99889584415618,-2.57138250291638,-2.08115440013886,-1.8391050293243,-2.43222422968003,-1.60400912848373,-1.65448319891603,-1.46305829334883,-2.20968682018126,-0.642511778228119,-0.969895242699765,0.13843113346467,-1.74169402526966,-0.727648729509209,-1.63605232161403,-0.641617326101936,-2.07597249079608,-1.32440682762225,-1.70451858129547,0.728913621717455,-0.70271629384589,-0.560643782075317,-2.26794400790633,-1.48051141865471,-2.72894669014905,-0.0222356296967329,-0.19462733518572,-1.7421872568264,-0.933612427436405,0.0167073720604491,-1.07123875307052,-2.29747856730625,-1.84462187391775,-0.442163784583623,-1.86861930669585,0.0941232918439257,0.349718474609314,-1.09759258539635,0.696124977552881,-0.980675449360766,-0.718831154980955,-0.939569385373844,-1.23655378157844,-1.82127094133108,-1.06959840596615,0.128681186162251,-0.863244289885262,0.135634455869429,-0.360419284892591,0.170044610555246,-1.40122275632255,-0.505341993360311,0.00963591301593353,-2.2324712266176,-1.83511848094383
Q104,0.449108688568973,-1.51890298577146,-0.520248634980114,0.830016631311257,-0.288715015587871,-0.891523696259631,0,-0.556105437540915,-0.323113595151717,-1.56900472224247,2.31458153807335,-1.94576616586795,2.79659604143467,-0.72232220335274,1.51539209668036,0.466165226158634,2.08207274083383,-1.15139229595244,0.640534141363352,-0.560989904624523,-0.618990669668531,-2.2961916375481,-0.216816918280622,-1.16588754509892,0.567296507934961,-0.253946887839425,-0.744108520699413,-1.27717009746592,-1.65996456824182,-0.850876734633501,1.89991401242445,1.25668586945877,-1.17676699053722,-1.02156735817358,1.07875916347665,-1.36638931245742,0.541208482671773,-1.52579054909891,0.659639221063104,-0.634486003835531,1.96222855749089,0.0551407946171454,1.54294569544078,0.833058265133264,-0.803603877204458,-0.802984066461257,1.70250087548225,-1.52184672347271,1.64460930382685,1.15396043537885,1.49452812714329,-0.696289300387428,1.29109167286588,-0.733806040751512,-0.0310213563516548,-0.372222280497942,0.281843169103785,-0.682676902746808,-1.84944342131137,0.617624050939128,-0.479202317781128,-0.709782689020903,0.722441396988953,0.46747634882472,0.34630923885038,-0.45454977812935,-0.13852590064403,-1.36506605181454,-0.861504744566318,0.786691831154012,-0.0386421461626972,-1.40004843883931,2.25111072658102,-1.30910047012994,-0.179775838674076,0.183912756744356,5.1558103663063,4.32795583109546,0.864080953067677,0.20406170011969,0.475822342402614,-0.207678800091465,-0.811252908676065,2.36209864693331,1.77045622043698,2.65974690661446,1.67812036488449,1.20819020003937,0.321407882174689,0.198756865312862,-2.04500572406035,0.404177340020498,-0.217545549968833,-1.61129196038143,0.387390040228474,-1.50273348019081,-1.1322018611478,-1.59259660100622,-1.70505418735642,0.930744742795933,-0.571096192316919,1.61694655527411,-0.205810596023455,-0.359061734978401,-0.352961402120782,-0.81188851192402,0.947433132107258,-1.00521390039813,-1.1265316422802,-1.8133314257771,-1.04399605147269,1.60660999344263,0.0806659749718781,0.299732680802813,-1.53186441481356,-1.45569554559857,-1.74089989403038,3.03069203690894,-0.743421190504128,-0.325211087370569,0.879747265668491,-0.425395533110045,-1.47477739325972,-1.22248137653706,-1.12492558191368,-1.3484854874599,-2.16895242707147,1.34708058698438,-0.0276278424083414,-1.26065777328088,0.0567728241548403,0.846995157164382,-0.759015833385653,-0.183190638028972,-0.18406263703184,-1.39253305778756,-0.724797212929999,-0.215973168489599,-0.261480189956075,0.249774037605975,-1.15127174028852,-0.280006990159872,-1.87955852536182,1.95830960224503,1.85982160101787,-0.979183205776012,-0.438151275445017
Q105,0.417360671861981,-1.33360129020758,-0.232897727425151,-1.57827371403353,0.352032830193239,-1.56146925916792,-0.556105437540915,0,-0.781330151820343,-1.66328491838054,0.84739493383616,-1.82770477589798,3.48139360489993,-1.1378640984572,1.09481344348226,-0.667564305015436,2.31608680890169,-0.48335350222903,-0.826745807733819,-0.780884532349321,-1.09333222762614,-2.38671091320475,0.513905964391647,-0.895859690287309,-1.01693704602474,-0.684487628305589,-1.70671098338566,-0.369838817908744,-1.30228435613093,-0.998995378568944,4.78941190586016,0.515672236173311,-0.992585892518227,-1.37053420967489,0.382561896259384,-2.12110870553983,-0.458773092433332,-0.65525559736682,0.785294132261635,-0.98540846103135,0.0408154648596647,0.238164237275666,1.87530924327447,-0.559398212281261,-0.999310759881061,-0.878558875500879,1.45919715545156,-0.910596683893011,1.58529704962532,-0.741465128924049,0.268881221613306,0.150797095328987,1.9679550946224,-0.883659436145455,0.0813292189892797,-0.201445328697185,0.289362343336484,-1.01556315287592,-1.54111578662766,0.880195288198332,-0.411892648202753,-0.0279166293338957,0.820623101225359,0.167387384055492,-0.272709414190178,0.241318411167284,-0.136314173490696,-0.824631994974281,-0.656577348172428,-0.314181475586001,0.714748797784078,-0.469215464680352,2.92876098975372,-1.80283349266555,0.0908861178237836,0.286972368781733,3.18818441130654,4.45502074236228,0.578372709078486,-0.919907421757733,0.101734822977269,-0.249002503043028,-0.986361135942614,1.61473282638087,1.68659906683422,3.23902431715623,1.06029570006269,0.750539699167229,-0.144596277671597,0.581616307931929,-1.25750449395759,-0.155540318002716,-1.02789434157385,-1.41150378532697,0.910908812721061,-1.61513402896307,-1.79555709333974,-1.15421465568433,-0.823683990443963,0.362866666364562,-0.757689888386281,2.09923430344437,-1.03688555296382,0.326584799898457,-1.5682826907859,-0.701201712106824,0.218279944113949,-0.687513602845625,-1.34807899204346,-0.580313133098284,-0.508408621428391,3.06232067574483,0.498999889618828,-0.157074401301804,-0.543131689109342,-1.83082774887387,-1.73558520921928,2.26993300878134,0.431721839195638,-0.484782144285466,-0.257349176822276,-0.563430077270218,-1.13836371030197,-0.947104933907391,-0.664400221791055,-1.26411717649931,-1.31856361024333,1.12426600210161,-0.580079272902211,-1.42061929303291,-0.312577089321142,0.149017492132365,-0.316827254150128,-0.0487596380841235,-0.0742242204572683,-0.771768847543594,-0.326317506658832,0.237057186181648,0.33905725749703,0.0625402032269679,-0.323436275195756,0.684886087522856,-1.13740370473507,-0.734074568389065,2.48883134486982,-0.8352696901333,-1.09357281575773
Q106,-1.23423111017242,-2.46511143918612,-1.29600596728352,-1.81480058586595,-0.888879527573777,-1.30532348657676,-0.323113595151717,-0.781330151820343,0,-0.949801592705598,-1.83747806524545,-2.33987833701153,-2.53505979179674,-1.15400547358582,-1.86994191433317,-2.87638942901369,-2.44741302260725,-1.33528836684893,-0.883913817183961,-2.29938617719674,-1.69961903067144,-2.68470949270429,-0.18797722094136,-1.43161368668566,-2.09963375339548,-1.92027070729222,-1.75156656844417,-1.63072399253204,1.38850573443324,-0.775802603477196,-0.493581570820305,-2.27278822316466,-1.29517534275934,-1.9756411999577,-1.28014652917464,-2.64603303284277,-1.25896973601635,-1.5017474472591,-0.866456620580024,-1.88966822170631,-1.1462292262212,-2.49955853407826,0.352262764020811,-1.928953373696,-1.64205648611274,-1.39868901640054,-0.969015253889193,-1.26570839361689,-2.0896244030462,-1.8087081694357,-2.01980836077313,1.02182490076483,-1.94278658478488,-1.54255141085869,-0.983782600971679,-0.757070666142336,-1.09532181061381,-2.21764224803589,-0.985883917940703,-0.42447825041702,-2.16110018597415,-1.35683370777636,0.180361073198346,-0.549015673733903,-1.70508664693856,1.00197238790768,-1.89258428977662,-2.56442878433117,-1.46228139689018,-0.469681502049872,-0.405797448165402,-1.83974010700765,1.14746077336547,-1.52741738966227,-0.977817352060838,-0.61463410404872,-0.497224117109274,-1.51434688830978,-1.30052333074331,-2.06702999370288,-1.2436672638398,-1.93301854660307,-2.31764931693182,-1.15765622093155,0.0974433606522369,-0.279588759738646,-2.05259624694221,0.00159946954809641,-2.91824411737546,-2.26752977384951,-2.15107910074722,-0.689564318436354,-0.827449578771889,-2.51009522589445,-0.735162812606613,-1.26664417663623,-2.00079867284279,-2.37999348869692,-1.82394717240539,-1.97421398023219,-2.36652180454269,-1.4837186754344,-1.40944091341795,-0.854280409058926,-1.60347539914975,-1.4271949443022,-1.08718267916008,-2.2075043344351,-1.33990000561446,-1.60139924190869,-1.98466073253968,0.509931288545625,-2.09029349855365,-0.925917144423497,-2.50894088776234,-3.13242843448853,-1.36595921930741,-1.28644712590618,-0.961422886534061,-2.52172788160992,-1.46915747914845,-0.677771355758572,-0.328086494009428,-2.51812632989031,-0.711564724414274,-2.05010550569629,-0.969037052878227,-0.997028125903255,-0.975765369127813,-1.56687047806898,-1.74101175107704,-0.322750624153477,-1.81749589824436,-0.534289086099642,-1.16183270895081,-1.2680493505651,-1.78862092129563,-0.610276766998545,-0.395236293265571,-0.79029237698327,-0.367474544163182,-1.19403099021741,-2.11614423433993,-2.12547498206975,-1.64461552357344,-2.67839754337695,-2.03943968289536
Q107,1.99585745715947,-1.15272937815776,-1.58579031838757,-1.14914589707947,-0.507592084430524,-2.0241258203975,-1.56900472224247,-1.66328491838054,-0.949801592705598,0,0.230100440262931,-1.0730699191513,0.309230694119196,-1.7264465077302,-0.799764644981969,-1.10400296896851,1.20750436534577,-1.19416537008843,-0.0927963218669397,-0.651717761208267,-1.45217029973373,-2.26225778097573,-0.579337963056528,-1.01308552875959,-1.15405019835979,-1.34178534193517,-1.15730583163058,-0.829323308355804,-1.13201577612283,-0.825937691407508,2.26576635263125,-0.341882020528643,-0.940291882905805,-1.54315625651341,-0.378587451253812,-2.56224994743907,0.0658957009447724,1.35215116036954,0.154087148439957,-1.17894714761742,-0.58378399101774,-0.565758902138777,1.12977186912108,-1.20988743221255,-1.26026154689374,-0.388349180862275,0.0748181842291803,0.211760470345273,1.48321218529457,0.110711108193219,-1.42383142709203,1.36662219448479,1.23202017928161,-1.05917850239557,-0.539825254892985,-0.583590826779255,-1.48466060184799,-0.591679133472607,-1.65642523088835,0.150098582639189,-0.572358984185746,-1.27785476502862,0.438875844339376,-0.213330093250005,-1.12803178183139,-0.421710639483842,-0.165169892348985,-1.69106113898816,-1.57901064192438,1.79472222923556,1.64339530620099,-1.25284688242763,3.08429187549644,-1.70869159498344,-0.921878482756091,-0.46659486936566,3.24388500159762,2.74888797050455,-0.408397268699616,-1.01899439905288,-0.998700357469883,0.627982022878786,-0.812228904450622,0.437878633027833,1.48225317819055,0.0582101287834845,-0.277761122556035,1.05126537896283,-0.462214902298751,-0.835144415197991,-0.754197826576698,0.31844494222165,0.333597128417149,-0.854004667098249,1.35889652857794,-2.25487638959453,0.105858975480861,0.308766734877779,-1.47659402079955,0.69031304521669,-0.466520345403918,1.35108693162654,-0.659496904271053,-1.21077549874208,-1.88624593395071,-1.48371718106044,-0.0291563189880129,-0.912082613347925,-0.971127660720475,-0.604873040830878,0.794214524547486,2.02158375357012,0.365592296514705,-1.09217378360932,-1.94838444238407,-0.194406645624482,-0.897301051927442,1.54724646514028,-1.02759800157322,1.19618060871476,-0.985168881645595,-1.10031929880041,-0.136287285650999,-0.915901710466368,-0.516632151924104,0.0365953820801111,-0.808740133529868,0.921793512956416,-0.161848401558106,-0.999599855839849,-0.746450606485215,0.355531419342933,0.682389606094878,0.270244505909992,0.282372144717929,-1.31434101684638,-1.20575834460402,-0.267781221238441,1.77522032563237,-0.283578177280396,-0.0698367904133271,-1.23089400602923,0.319602169848954,-0.798859199321558,0.919431934195317,-1.36221702069171,-0.523947905904177
