,Q1,Q10,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q109,Q11,Q110,Q111,Q112,Q113,Q114,Q115,Q116,Q117,Q118,Q12,Q13,Q14,Q147,Q148,Q149,Q15,Q150,Q151,Q152,Q153,Q155,Q156,Q157,Q158,Q159,Q16,Q160,Q161,Q162,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q17,Q170,Q171,Q172,Q173,Q174,Q175,Q176,Q177,Q178,Q179,Q18,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q19,Q190,Q191,Q192,Q193,Q194,Q195,Q196,Q197,Q198,Q199,Q2,Q20,Q200,Q201,Q202,Q203,Q204,Q205,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q3,Q30,Q31,Q32,Q33,Q35,Q36,Q37,Q38,Q39,Q4,Q40,Q41,Q42,Q44,Q46,Q48,Q49,Q5,Q56,Q58,Q59,Q62,Q63,Q67,Q69,Q7,Q71,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q8,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q89,Q9,Q90,Q92,Q98,Q99
Q23,0.92,0.99,0.47,0.93,0.97,0.57,0.96,0.87,0.88,0.82,1,0.97,0.96,0.98,0.9,1,0.96,1,0.93,0.96,0.98,0.95,1,0.98,0.97,0.97,0.88,0.94,0.99,0.99,0.99,0.98,0.98,1,0.97,0.98,0.99,0.64,0.99,0.96,1,0.94,0.96,0.98,0.97,0.88,0.93,1,0.8,0.95,1,0.9,0.97,0.99,1,0.79,0.99,0.99,0.99,0.93,0.99,0.95,0.9,1,0.99,0.99,1,0.99,0.53,1,0.88,0.97,0.99,0.99,0.97,0.98,1,0.99,1,0.97,0.98,0.98,0.9,1,0.95,1,0.98,0.99,0.98,0.9,0.97,0,0.76,0.94,0.59,0.92,0.97,0.93,0.9,0.95,0.89,0.89,0.97,0.95,0.79,0.91,0.99,0.98,0.95,0.97,0.88,1,0.92,0.94,0.69,0.95,0.84,0.94,0.76,0.88,0.97,0.99,0.99,0.96,0.77,0.94,0.91,0.99,0.97,0.99,0.98,0.98,0.98,0.82,0.99,0.95,0.86,0.99,0.85,0.85,1,0.62,0.97,0.99,0.99,0.96,0.95
Q24,0.46,0.83,0.47,0.87,0.82,0.73,0.89,0.91,0.52,-0.01,0.62,0.88,0.79,0.8,0.76,0.72,0.61,0.9,0.33,0.85,0.51,0.69,0.96,0.78,0.96,0.91,0.86,0.53,0.95,0.94,0.94,0.57,0.88,0.77,0.89,0.86,0.74,0.67,0.83,0.78,0.92,0.92,0.77,0.96,0.88,0.94,0.94,0.97,0.91,0.78,0.97,0.92,0.95,0.95,0.95,0.74,0.92,0.93,0.85,0.84,0.93,0.94,0.92,0.93,0.86,0.96,0.96,0.9,0.71,0.99,0.46,0.8,0.94,0.92,0.78,0.93,0.96,0.93,0.86,0.52,0.86,0.23,0.6,0.93,0.95,0.9,0.91,0.96,0.88,0.11,0.78,0.76,0,0.7,-0.57,0.8,0.07,0.88,0.67,0.39,0.39,0.29,0.52,0.82,0.87,0.83,0.47,0.95,0.49,0.78,0,0.97,0.74,0.93,0.48,0.73,0.47,0.66,0.78,0.23,0.7,0.84,0.91,0.54,0.72,0.67,0.66,0.97,0.94,0.86,0.96,0.53,0.94,0.69,0.96,0.74,0.82,0.92,0.8,0.88,0.73,0.74,0.78,0.95,0.89,0.92,0.78
Q25,0.8,0.45,0.42,0.78,0.93,0.34,0.69,0.73,0.42,0.84,0.97,0.77,0.61,0.66,0.27,0.97,0.18,0.86,0.9,0.46,0.58,-0.47,0.92,0.78,0.84,0.69,0.34,-0.32,0.48,0.69,0.87,0.72,0.39,0.51,0.94,0.87,0.38,-0.68,0.18,0.95,0.94,0.76,0.13,0.98,0.51,0.84,0.9,0.88,0.76,0.62,0.99,0.89,0.94,0.99,0.86,0.34,0.94,0.93,0.8,-0.07,0.97,0.89,0.5,0.99,0.58,0.89,0.97,0.91,-0.05,0.94,0.78,0.77,1,0.84,0.24,0.6,0.77,0.9,0.6,0.69,0.58,0.86,0.34,0.65,0.65,0.88,0.69,0.87,0.11,0.16,-0.58,0.94,0.7,0,0.29,0.61,0.85,-0.47,0.33,0.35,0.58,0.36,0.96,0.79,0.76,0.49,0.71,-0.27,0.91,0.61,0.53,0.95,0.03,0.52,0.3,0.35,-0.97,0.96,0.5,0.94,0.46,0.84,0.67,-0.2,-0.87,0.76,-0.02,0.94,0.87,0.34,0.9,0.98,0.61,0.94,0.82,-0.47,-0.25,0.44,-0.26,0.81,0.72,0.74,-0.51,0.79,0.92,0.65,0.68
Q26,0.8,0.93,-0.44,0.83,0.89,0.17,0.93,0.44,0.48,0.82,0.92,0.84,0.65,0.62,0.81,0.87,0.13,0.95,0.74,0.82,0.48,0.43,0.96,0.89,0.92,0.97,0.83,0.46,0.98,0.98,0.95,0.63,0.93,0.88,0.92,0.9,0.62,-0.31,0.82,0.86,0.94,0.75,0.38,0.97,0.58,0.08,0.86,0.97,0.86,0.24,0.98,0.77,0.94,0.96,0.98,0.68,0.94,0.53,0.95,0.79,0.94,0.76,0.85,0.99,0.88,0.98,0.98,0.95,0.17,0.81,0.41,0.91,0.99,0.96,0.71,0.72,0.96,0.9,0.91,0.76,0.94,0.86,0.74,0.93,0.86,0.93,0.98,0.95,0.9,0.53,0.81,0.59,-0.57,0.29,0,0.6,0.83,0.65,0.48,0.49,0.48,0.28,0.9,0.87,0.42,0.39,0.87,0.88,0.61,0.68,0.18,0.9,0.58,0.97,0.07,0.79,-0.13,0.86,0.4,0.66,0.6,0.86,0.87,0.58,0.56,0.61,0.61,0.98,0.92,0.77,0.9,0.75,0.88,0.91,0.93,0.69,0.55,0.92,0.64,0.17,0.85,0.02,0.72,0.76,0.87,0.88,0.82
Q27,0.92,0.98,0.94,0.99,0.85,0.79,0.91,0.93,0.86,0.75,0.96,0.99,1,0.57,0.87,0.95,0.65,0.99,0.96,0.95,0.91,0.68,0.99,0.96,0.96,0.9,0.85,0.63,0.95,0.95,0.97,0.95,0.82,0.9,0.98,0.96,0.98,0.52,0.59,0.98,1,0.99,0.64,0.99,0.96,0.95,0.99,1,0.95,0.97,1,0.98,0.99,1,1,0.81,1,1,0.98,0.96,0.99,0.99,0.91,0.98,0.91,0.97,1,0.91,0.71,1,0.96,0.93,1,0.98,0.56,0.97,0.99,0.99,0.94,0.97,0.95,0.97,0.73,0.98,0.97,0.98,0.97,1,1,0.65,0.94,0.92,0.8,0.61,0.6,0,0.95,0.99,0.67,0.48,0.78,0.83,0.98,0.97,0.95,0.96,0.77,0.98,0.95,0.56,0.77,1,0.94,0.77,0.7,0.97,0.11,0.97,0.77,0.91,0.76,0.96,0.98,0.93,0.63,0.99,0.89,1,0.97,0.95,0.96,0.98,0.99,0.9,0.98,0.93,0.8,0.97,0.87,0.98,0.94,0.94,0.95,0.99,0.99,0.99,0.84
Q28,0.35,0.89,0.94,0.99,0.79,0.89,0.23,0.9,0.96,0.61,0.64,0.89,0.89,0.86,0.89,0.9,0.79,0.9,-0.5,1,0.83,0.91,0.98,0.98,0.97,0.96,0.98,0.95,0.96,0.98,0.97,0.81,0.98,0.95,0.98,0.95,0.92,0.74,0.97,0.89,0.86,0.97,0.99,0.98,0.82,0.88,0.95,0.98,0.97,0.99,0.64,0.95,0.98,0.87,0.97,0.75,0.5,0.97,0.95,0.9,0.98,0.91,0.92,0.64,0.97,0.79,0.99,0.9,0.31,1,0.82,0.49,1,0.96,0.94,0.88,0.99,0.96,0.99,0.92,0.73,0.57,0.74,0.99,0.96,0.95,0.98,0.98,0.93,0.63,0.75,0.97,0.07,0.85,0.83,0.95,0,0.85,0.91,0.61,0.63,0.01,0.38,0.67,0.92,0.86,0.43,0.95,0.82,0.9,0.87,0.98,0.78,0.96,0.73,0.94,0.69,0.58,0.83,0.31,0.92,0.9,0.88,0.93,0.61,0.95,0.92,0.99,0.97,0.73,0.86,0.32,0.95,0.29,0.95,0.69,0.82,0.97,0.85,0.95,0.98,0.85,0.93,0.99,0.97,0.94,0.79
Q3,0.82,0.8,0.51,0.97,0.97,0.36,0.79,0.71,0.83,0.78,0.98,0.91,0.8,0.99,0.82,0.98,0.94,0.97,0.91,0.93,0.94,-0.23,0.86,0.91,0.86,0.86,0.85,0.75,0.92,0.9,0.96,0.96,0.88,0.81,0.96,0.95,0.64,-0.59,0.84,0.97,0.96,0.82,0.88,1,0.56,0.59,0.81,0.93,0.47,0.92,1,0.67,0.97,0.96,0.9,0.58,0.94,0.96,0.73,0.1,0.95,0.75,0.67,0.93,0.89,0.92,0.94,0.84,-0.43,0.99,0.95,0.74,1,0.92,0.88,0.87,0.92,0.93,0.9,0.82,0.73,0.96,0.92,0.96,-0.01,0.74,0.94,0.96,0.02,0.84,-0.15,0.93,0.88,-0.47,0.65,0.99,0.85,0,0.89,0.96,0.98,0.76,0.96,0.92,0.64,0.6,0.95,-0.68,0.99,0.97,0.89,1,0.05,0.71,0.43,0.03,-0.22,0.99,0.17,0.93,0.72,0.56,0.53,0.05,-0.93,0.13,0.05,0.94,0.59,0.04,0.69,0.99,-0.29,0.87,0.55,-0.26,-0.39,0.2,-0.46,0.65,0.94,0.42,-0.01,0.86,0.99,0.95,0.8
Q30,0.85,0.97,0.61,0.78,0.79,0.59,0.62,0.69,0.5,0.75,0.93,0.93,0.84,0.83,0.53,0.88,0.73,0.91,0.78,0.76,0.78,0.89,0.99,0.94,0.69,0.74,0.65,0.59,0.9,0.9,0.89,0.4,0.67,0.66,0.91,0.86,0.89,0.31,0.81,0.79,0.99,0.97,0.81,0.99,0.91,0.92,0.97,0.99,0.91,0.75,0.99,0.91,0.96,1,0.97,0.66,0.97,0.96,0.96,0.94,0.98,0.98,0.88,0.99,0.91,0.98,0.99,0.84,0.23,0.98,0.24,0.82,0.99,0.86,0.91,0.84,0.97,0.99,0.82,0.84,0.77,0.84,0.52,0.87,0.97,0.97,0.79,0.98,0.85,-0.47,0.87,0.9,0.67,0.33,0.48,0.67,0.91,0.89,0,0.4,0.66,0.57,0.98,0.77,0.88,0.69,0.8,0.93,0.71,0.52,0.48,0.99,0.71,0.87,0.48,0.85,-0.01,0.96,0.74,0.65,0.75,0.99,0.99,0.84,0.56,0.95,0.8,1,0.96,0.86,0.95,0.96,0.97,0.86,0.94,0.81,0.53,0.98,0.78,0.94,0.88,0.81,0.86,0.83,0.93,0.76,0.66
Q31,0.31,0.97,0.87,0.98,0.77,0.75,0.93,0.89,0.74,0.77,0.39,0.94,0.81,0.54,0.73,0.84,0.54,0.91,-0.36,0.78,0.74,0.73,0.99,0.96,0.81,0.79,0.67,0.02,0.89,0.88,0.87,0.55,0.65,0.66,0.96,0.94,0.95,0.56,0.46,0.97,0.99,0.99,0.59,0.99,0.96,0.97,0.99,1,0.91,0.93,1,0.98,0.99,0.99,0.99,0.8,0.99,0.99,0.97,0.98,1,0.99,0.94,0.99,0.93,0.99,1,0.9,0.37,1,0.92,0.89,1,0.87,0.74,0.93,0.97,0.98,0.82,0.96,0.83,0.28,0.47,0.9,1,0.98,0.89,0.98,0.93,0.02,0.87,0.95,0.39,0.35,0.49,0.48,0.61,0.96,0.4,0,-0.33,0.53,-0.05,0.94,0.97,0.9,0.41,0.91,0.79,0.09,0.45,0.99,0.88,0.79,0.69,0.91,-0.3,0.61,0.84,0.68,0.87,0.99,0.98,0.85,0.67,0.97,0.93,0.99,0.99,0.97,0.99,-0.3,0.99,0.8,0.98,0.86,0.84,0.99,0.76,0.95,0.87,0.84,0.91,0.95,0.95,0.89,0.77
Q32,0.76,0.97,0.92,0.99,0.74,0.79,0.96,0.99,0.82,0.85,0.91,0.91,0.86,0.78,0.34,0.92,0.58,0.97,0.59,0.81,0.69,0.86,1,0.95,0.93,0.69,0.41,0.02,0.94,0.63,0.77,0.69,0.45,0.44,0.99,0.97,0.96,-0.04,0.74,0.96,1,1,0.86,1,0.98,0.99,1,1,0.85,0.96,1,0.98,0.99,1,1,0.85,0.99,1,0.98,0.96,1,1,0.93,1,0.97,1,1,0.94,0.07,1,0.63,0.96,1,0.79,0.92,0.96,1,1,0.69,0.98,0.7,0.58,-0.2,0.79,1,0.99,0.93,0.99,0.93,-0.38,0.88,0.89,0.39,0.58,0.48,0.78,0.63,0.98,0.66,-0.33,0,0.47,0.85,0.85,0.99,0.93,0.77,0.77,0.74,0.26,0.03,0.98,0.82,0.53,0.45,0.84,-0.35,0.85,0.82,0.76,0.84,0.98,0.98,0.88,0.48,0.95,0.81,1,0.97,0.95,0.96,0.92,0.99,0.88,0.95,0.79,0.85,0.98,0.48,0.97,0.85,0.89,0.88,0.99,0.98,0.93,0.88
Q33,0.61,0.71,0.16,0.69,0.53,0.56,0.75,0.85,0.36,0.74,0.81,0.85,0.22,0.8,0.54,0.77,-0.85,0.77,0.37,0.68,0.42,0.5,0.91,0.7,0.88,0.78,0.67,0.47,0.82,0.86,0.89,0.45,0.71,0.67,0.88,0.9,0.77,0.38,0.71,0.87,0.82,0.74,0.57,0.97,0.77,0.78,0.82,0.9,0.65,0.67,0.97,0.87,0.9,0.97,0.91,0.4,0.79,0.9,0.76,0.67,0.95,0.88,0.55,0.95,0.73,0.87,0.93,0.89,0.52,0.95,0.59,0.65,0.99,0.76,0.65,0.8,0.87,0.67,0.71,0.69,0.75,0.72,0.71,0.82,0.89,0.81,0.85,0.89,0.74,0.31,0.72,0.89,0.29,0.36,0.28,0.83,0.01,0.76,0.57,0.53,0.47,0,0.58,0.79,0.81,0.74,0.44,0.73,0.74,0.82,0.46,0.83,0.63,0.81,0.14,0.76,0.42,0.57,0.79,0.6,0.42,0.89,0.91,0.51,0.44,0.82,0.8,0.86,0.94,0.66,0.87,0.55,0.85,0.91,0.92,0.67,0.65,0.93,0.66,0.81,0.81,0.76,0.72,0.83,0.69,0.76,0.56
Q35,0.24,0.98,0.92,1,0.91,0.88,0.94,0.95,0.9,0.49,0.18,0.97,0.98,0.99,0.95,0.95,0.8,0.99,-0.66,0.98,0.95,0.96,0.99,0.98,0.98,0.98,0.98,0.96,0.98,0.99,0.98,0.84,0.98,0.94,0.93,0.98,0.99,0.94,0.99,0.98,1,1,0.97,0.99,0.99,1,0.99,1,0.98,0.97,0.99,0.98,0.98,0.99,1,0.87,0.99,1,0.98,0.96,0.98,0.99,0.93,0.99,0.99,1,0.99,0.99,0.9,1,0.93,0.9,0.99,0.99,0.98,0.99,1,1,0.99,1,0.99,0.18,0.97,0.97,0.99,0.99,1,1,0.99,0.78,0.96,0.97,0.52,0.96,0.9,0.98,0.38,0.96,0.98,-0.05,0.85,0.58,0,0.97,0.97,0.98,0.33,0.98,0.76,0.93,0.93,1,0.95,0.98,0.92,0.98,0.84,0.7,0.91,0.61,0.97,0.96,0.98,0.97,0.87,0.94,0.96,0.99,0.99,0.95,0.99,-0.92,0.99,0.9,0.99,0.97,0.97,1,0.97,0.97,0.98,0.93,0.98,0.99,0.98,0.99,0.92
Q36,0.9,0.96,0.7,0.81,0.97,0.77,0.17,0.87,0.84,0.9,0.96,0.94,0.76,0.75,0.59,0.9,0.87,0.89,0.44,0.88,0.97,0.91,0.99,0.99,0.86,0.89,0.81,0.81,0.49,0.9,0.84,0.88,0.89,0.14,0.91,0.88,0.94,0.63,0.75,0.91,0.93,0.92,0.92,0.99,0.97,0.92,0.95,0.99,0.85,0.94,0.91,0.92,0.94,0.91,0.98,0.81,0.88,0.96,0.95,0.8,0.99,0.83,0.9,0.9,0.95,0.44,0.99,0.84,-0.06,1,0.97,0.47,1,0.93,0.93,0.75,0.99,0.98,0.54,0.63,0.47,0.89,0.72,0.92,0.91,0.97,0.93,1,0.87,0.79,0.85,0.95,0.82,0.79,0.87,0.97,0.67,0.92,0.77,0.94,0.85,0.79,0.97,0,0.94,0.19,0.93,0.77,0.99,0.82,0.65,1,0.41,-0.25,0.47,0.89,0.67,0.97,-0.92,0.85,-0.02,0.46,0.77,0.82,0.73,0.79,0.93,0.99,0.9,0.36,0.74,0.96,0.97,0.66,0.84,0.92,0.76,0.91,0.7,-0.44,0.39,-0.72,0.97,0.79,0.94,0.89,0.76
Q37,0.94,0.91,0.09,0.83,0.86,-0.36,0.7,0.01,0.54,0.72,0.95,0.98,0.86,0.98,0.76,0.86,0.93,0.93,0.94,0.9,0.7,0.66,0.95,0.91,0.94,0.76,0.69,0.89,0.95,0.92,0.89,0.87,0.94,0.96,0.94,0.93,0.96,0.07,0.98,0.76,0.99,0.85,0.86,0.89,0.93,0.62,0.87,0.98,0.84,0.81,1,0.78,0.96,0.98,0.98,0.64,0.94,0.94,0.9,0.84,0.99,0.76,0.78,0.97,0.97,0.98,0.99,0.91,-0.35,0.98,0.97,0.79,1,0.89,0.95,0.95,0.99,1,0.98,0.88,0.66,0.97,0.92,0.95,0.89,0.88,0.98,0.99,0.93,0.89,0.98,0.79,0.87,0.76,0.42,0.95,0.92,0.64,0.88,0.97,0.99,0.81,0.97,0.94,0,0.15,0.91,0.9,0.99,0.96,0.89,1,0.74,0.9,0.03,0.9,0.87,0.94,0.27,0.77,0.69,0.92,0.93,0.78,0.57,0.96,0.78,0.99,0.86,0.85,0.87,0.97,0.98,0.94,0.99,0.79,0.66,0.95,0.72,0.43,1,0.28,0.95,0.87,0.89,0.8,0.62
Q38,0.91,0.87,0.1,0.79,0.93,0.06,0.01,0.49,0.67,0.89,0.91,0.95,0.58,0.81,0.34,0.96,0.84,0.86,0.75,0.81,0.97,0.7,0.85,0.85,0.77,0.72,0.72,0.53,0.76,0.8,0.91,0.75,0.79,0.41,0.97,0.87,0.93,0.07,0.74,0.89,0.88,0.76,0.83,0.99,0.86,0.35,0.83,0.99,0.19,0.82,0.95,0.83,0.97,0.96,0.97,0.6,0.86,0.94,0.96,0.65,0.99,0.58,0.75,0.89,0.96,0.92,0.99,0.81,-0.6,0.99,0.95,0.56,1,0.87,0.92,0.59,0.94,0.99,0.6,0.51,0.29,0.9,0.58,0.78,0.81,0.87,0.87,0.99,0.76,0.73,0.84,0.91,0.83,0.49,0.39,0.96,0.86,0.6,0.69,0.9,0.93,0.74,0.98,0.19,0.15,0,0.88,0.39,0.97,0.79,0.65,0.99,0.08,0.41,0.13,0.77,0.44,0.99,-0.56,0.85,-0.08,0.68,0.77,0.2,0.45,0.55,0.83,0.99,0.78,0.42,0.8,0.99,0.96,0.79,0.95,0.94,0.4,0.78,0.54,0.13,0.74,0.03,0.87,0.54,0.91,0.82,0.75
Q39,0.59,0.91,0.81,0.97,0.8,0.69,0.7,0.85,0.6,0.75,0.61,0.95,0.94,0.87,0.76,0.83,0.76,0.94,0.46,0.91,0.64,0.84,0.99,0.94,0.93,0.87,0.81,0.86,0.91,0.94,0.92,0.41,0.78,0.57,0.96,0.95,0.99,0.84,0.77,0.95,0.95,0.96,0.85,0.97,0.97,0.96,0.98,0.99,0.95,0.88,1,0.96,0.99,1,0.99,0.58,0.96,0.98,0.94,0.88,0.99,0.97,0.75,1,0.89,0.98,0.99,0.97,0.49,0.98,0.95,0.78,1,0.88,0.86,0.93,0.89,0.99,0.92,0.93,0.89,0.68,0.89,0.86,0.99,0.99,0.97,0.96,0.95,0.6,0.93,0.99,0.47,0.71,0.87,0.77,0.43,0.95,0.8,0.41,0.77,0.44,0.33,0.93,0.91,0.88,0,0.96,0.85,0.8,0.82,0.98,0.91,0.67,0.52,0.95,0.49,0.77,0.9,0.41,0.74,0.99,1,0.92,0.55,0.99,0.96,0.99,0.96,0.84,0.93,0.44,0.91,0.92,1,0.89,0.89,0.99,0.9,0.98,0.96,0.94,0.94,0.96,0.9,0.96,0.72
Q4,0.91,0.87,0.74,0.91,0.99,0.61,0.65,0.9,0.78,0.95,0.99,0.96,0.79,0.94,0.26,0.99,0.92,0.92,0.9,0.64,0.97,-0.42,0.93,0.98,0.85,0.37,0.2,0.16,0.77,0.41,0.85,0.86,0.5,0.35,0.99,0.95,0.73,-0.75,0.8,0.99,0.92,0.9,0.9,0.99,0.65,0.87,0.87,0.99,-0.07,0.93,0.99,0.94,0.98,0.99,0.98,0.58,0.98,0.98,0.92,-0.12,0.99,0.92,0.75,0.97,0.97,0.96,1,0.9,-0.57,0.99,0.98,0.74,0.99,0.61,0.95,0.75,0.98,0.94,0.53,0.84,-0.02,0.82,0.46,0.48,0.47,0.96,0.94,0.98,0.02,0.42,0.39,0.98,0.95,-0.27,0.88,0.98,0.95,-0.68,0.93,0.91,0.77,0.73,0.98,0.77,0.9,0.39,0.96,0,1,0.67,0.46,1,0.08,0.06,0.55,0.24,-0.39,1,0.31,0.98,0.69,0.27,0.71,-0.02,-0.73,0.09,0.32,0.98,0.19,-0.06,0.53,1,0.13,0.89,0.38,0.36,-0.39,-0.59,-0.66,0.83,0.91,0.82,0.41,0.97,0.99,0.91,0.7
Q40,0.47,0.99,0.92,0.97,0.86,0.65,0.83,0.9,0.86,0.85,0.63,0.99,1,0.97,0.93,0.96,0.88,0.99,0.42,0.98,0.96,0.98,0.99,1,0.96,0.95,0.99,1,0.95,0.99,0.91,0.69,1,0.98,0.97,0.94,0.97,0.97,0.99,0.96,0.98,1,0.98,1,0.82,0.96,0.99,1,1,0.68,0.99,0.99,1,1,0.99,0.84,0.99,0.92,0.96,1,0.99,1,0.96,1,0.99,1,1,1,0.84,0.98,0.52,0.97,0.99,0.99,1,0.92,1,0.99,0.95,0.99,0.98,0.88,1,0.99,1,0.99,0.99,1,0.98,0.7,0.96,0.95,0.49,0.91,0.61,0.95,0.82,0.99,0.71,0.79,0.74,0.74,0.76,0.99,0.99,0.97,0.85,1,0,0.96,0.83,0.99,0.97,1,0.86,0.99,0.73,0.82,0.96,0.82,0.98,0.96,0.99,0.98,0.86,0.96,0.98,1,0.99,0.98,0.97,0.55,1,0.89,0.98,0.94,0.98,1,1,0.96,0.99,0.93,0.99,1,1,0.99,0.86
Q41,0.88,0.98,0.87,0.94,0.87,0.78,0.92,0.88,0.85,0.68,0.91,0.96,0.78,-0.99,0.43,0.84,0.28,0.84,0.77,0.62,0.74,0.69,0.99,0.98,0.69,0.42,0.19,-0.64,0.9,0.37,0.37,0.92,0.14,0.22,0.97,0.93,0.98,0.23,-0.98,0.91,0.97,0.97,0.6,1,0.94,0.95,0.98,1,0.97,0.98,0.96,0.98,0.98,0.98,0.99,0.73,0.98,0.98,0.97,0.99,0.99,0.98,0.95,0.98,0.88,0.95,1,0.86,-0.14,1,0.87,0.79,0.99,0.46,0.24,0.88,0.98,0.98,0.76,0.92,0.28,0.58,0.27,0.51,0.99,0.99,0.82,0.98,0.89,0,0.87,0.97,0.78,0.61,0.68,0.56,0.9,0.97,0.52,0.09,0.26,0.82,0.93,0.82,0.96,0.79,0.8,0.67,0.96,0,0.38,0.99,0.9,0.62,0.7,0.87,-0.09,0.93,0.85,0.9,0.74,0.97,0.99,0.94,0.78,1,0.82,1,0.97,0.9,0.98,0.93,0.98,0.76,0.98,0.89,0.87,0.98,0.67,0.98,0.86,0.83,0.93,0.98,0.96,0.83,0.77
Q42,0.74,0.94,0.17,0.86,0.9,0.51,0.89,0.86,0.32,0.53,0.89,0.95,0.53,0.86,0.21,0.74,0.57,0.91,0.73,0.3,0.6,0.53,0.96,0.92,0.86,0.41,-0.15,0.09,0.77,0.23,0.61,0.47,0.44,0.4,0.94,0.53,0.82,-0.2,0.69,0.92,0.96,0.95,0.79,0.98,0.94,0.98,0.99,0.98,0.43,0.77,1,0.89,0.93,0.99,0.98,0.7,0.97,0.96,0.93,0.71,0.98,0.99,0.86,0.99,0.94,0.97,0.96,0.9,-0.06,1,0.77,0.84,1,0.64,0.86,0.86,0.97,0.99,0.6,0.68,0.6,0.38,-0.67,0.69,0.91,0.95,0.86,0.97,0.77,-0.41,0.93,0.88,0,0.53,0.18,0.77,0.87,0.89,0.48,0.45,0.03,0.46,0.93,0.65,0.89,0.65,0.82,0.46,0.83,0.38,0,0.98,0.51,0.34,0.23,0.73,-0.14,0.94,0.64,0.66,0.68,0.93,0.98,0.39,0.31,0.68,0.74,1,0.95,0.85,0.96,0.96,0.94,0.75,0.64,0.91,0.69,0.95,0.29,0.92,0.69,0.77,0.86,0.92,0.89,0.77,0.7
Q44,0.92,0.94,0.86,1,0.93,0.83,0.98,0.96,0.67,0.92,0.98,0.93,0.99,0.99,0.96,0.99,0.96,0.99,0.95,0.99,0.97,0.99,0.97,0.99,1,0.97,0.96,0.99,0.97,0.98,0.99,0.98,0.99,0.99,0.96,0.99,0.91,0.76,0.99,0.98,0.98,1,0.95,1,0.89,0.99,0.99,1,0.99,0.92,1,0.98,0.98,1,0.99,0.65,1,1,0.99,0.92,0.99,0.99,0.95,1,1,1,1,0.99,0.9,1,1,0.92,1,0.99,0.97,0.99,1,0.98,0.98,1,0.99,1,0.98,0.99,0.99,0.99,1,1,1,0.98,0.95,1,0.97,0.95,0.9,1,0.98,1,0.99,0.99,0.98,0.83,1,1,1,0.99,0.98,1,0.99,0.99,0.98,0,0.92,0.99,0.89,0.98,0.84,0.99,0.99,0.98,0.99,0.98,0.98,0.98,0.71,0.98,0.97,1,1,0.97,0.98,1,0.98,0.98,0.99,0.92,0.97,0.99,0.94,0.97,1,0.99,0.96,1,0.99,0.99,0.87
Q46,0.73,0.66,0.4,0.87,0.95,0.35,0.57,0.7,0.45,0.8,0.97,0.8,0.58,0.92,0.45,0.94,0.78,0.9,0.9,0.38,0.92,0.14,0.95,0.88,0.74,0.63,0.48,0.34,0.51,0.59,0.85,0.68,0.44,0.43,0.95,0.9,0.73,-0.19,0.84,0.89,0.96,0.89,0.73,0.98,0.78,0.85,0.67,0.86,0.56,0.85,0.99,0.87,0.94,0.99,0.76,0.47,0.89,0.91,0.71,0.01,0.97,0.7,0.64,0.99,0.76,0.93,0.94,0.71,-0.39,0.97,0.82,0.76,1,0.79,0.71,0.83,0.93,0.91,0.2,0.64,0.54,0.83,0.72,0.78,0.54,0.83,0.79,0.85,0.26,0.39,0.61,0.92,0.74,0.03,0.58,0.94,0.78,0.05,0.71,0.88,0.82,0.63,0.95,0.41,0.74,0.08,0.91,0.08,0.97,0.9,0.51,0.92,0,0.2,0.2,-0.15,0.01,0.92,-0.12,0.95,0.43,0.48,0.44,0.04,-0.18,0.64,0.28,0.96,0.75,0.23,0.63,0.98,0.69,0.84,0.67,0.4,-0.7,0.46,-0.21,-0.03,0.51,0.21,0.51,0.7,0.92,0.78,0.75
Q48,0.87,0.8,0.71,0.9,0.95,0.61,0.56,0.89,0.75,0.87,0.96,0.99,0.61,0.88,0.24,0.78,0.89,0.83,0.91,0.07,0.85,0.82,0.98,0.93,0.52,0.23,-0.24,0.31,0.44,-0.08,-0.03,0.53,-0.14,-0.28,0.94,0.82,0.94,0.39,0.5,0.97,0.94,0.92,0.9,0.95,0.94,0.94,0.94,0.98,0.42,0.73,0.99,0.98,0.99,0.99,0.95,0.57,0.94,0.95,0.85,0.69,0.99,0.95,0.67,0.99,0.9,0.92,0.96,0.92,0,0.95,0.98,0.79,0.98,0.29,0.9,0.76,0.89,0.95,-0.06,0.75,0.26,0.65,0.26,0.24,0.89,0.96,0.55,0.8,0.59,0.35,0.9,0.94,0.93,0.52,0.97,0.77,0.96,0.71,0.87,0.79,0.53,0.81,0.98,-0.25,0.9,0.41,0.67,0.06,1,0.62,0.34,0.99,0.2,0,0.57,0.68,0.35,0.9,-0.21,0.89,0.13,0.61,0.65,0.61,0.42,0.91,0.95,0.9,0.81,0.63,0.85,0.98,0.84,0.94,0.72,0.89,0.19,0.7,0.24,0.1,0.4,-0.03,0.96,0.78,0.91,0.73,0.78
