,Q1,Q10,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q109,Q11,Q110,Q111,Q112,Q113,Q114,Q115,Q116,Q117,Q118,Q12,Q13,Q14,Q147,Q148,Q149,Q15,Q150,Q151,Q152,Q153,Q155,Q156,Q157,Q158,Q159,Q16,Q160,Q161,Q162,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q17,Q170,Q171,Q172,Q173,Q174,Q175,Q176,Q177,Q178,Q179,Q18,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q19,Q190,Q191,Q192,Q193,Q194,Q195,Q196,Q197,Q198,Q199,Q2,Q20,Q200,Q201,Q202,Q203,Q204,Q205,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q3,Q30,Q31,Q32,Q33,Q35,Q36,Q37,Q38,Q39,Q4,Q40,Q41,Q42,Q44,Q46,Q48,Q49,Q5,Q56,Q58,Q59,Q62,Q63,Q67,Q69,Q7,Q71,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q8,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q89,Q9,Q90,Q92,Q98,Q99
Q49,0.84,0.37,-0.07,0.47,0.83,-0.13,0.57,-0.16,0.18,0.63,0.92,0.75,0.17,0.56,0.38,0.55,0.25,0.23,0.56,0.1,0.25,0.39,0.9,0.88,0.64,0.65,0.37,0.33,0.78,0.77,0.82,0.16,0.51,0.63,0.76,0.77,0.8,0.08,0.53,0.53,0.85,0.36,0.33,0.76,0.8,0.37,0.55,0.85,0.22,0.7,0.89,0.81,0.88,0.93,0.72,0.38,0.74,0.81,0.66,0.61,0.92,0.19,0.65,0.94,0.56,0.77,0.91,0.66,-0.19,0.9,0.71,0.62,0.98,0.7,0.48,0.8,0.65,0.82,0.5,0.36,0.4,0.9,0.57,0.71,0.7,0.89,0.52,0.85,0.75,0.48,0.76,0.69,0.48,0.3,0.07,0.7,0.73,0.43,0.48,0.69,0.45,0.14,0.92,0.47,0.03,0.13,0.52,0.55,0.86,0.7,0.23,0.89,0.2,0.57,0,0.78,0.43,0.74,0.16,0.55,0.45,0.95,0.96,0.31,0.62,0.87,0.36,0.87,0.6,0.51,0.5,0.89,0.72,0.8,0.95,0.61,0.05,0.96,0.43,0.3,0.64,0.17,0.69,-0.01,0.68,0.23,0.41
Q5,0.91,0.75,0.83,0.96,0.97,0.78,0.95,0.94,0.81,0.85,1,0.96,0.91,0.98,0.73,0.99,0.94,0.98,0.94,0.86,0.96,0.1,0.94,0.96,0.86,0.86,0.64,0.44,0.9,0.86,0.98,0.9,0.71,0.79,0.96,0.98,0.89,0.04,0.79,0.92,0.96,0.98,0.83,0.99,0.76,0.96,0.88,0.91,0.7,0.94,1,0.92,0.98,0.93,0.9,0.75,0.92,0.86,0.68,0.64,0.9,0.87,0.77,0.97,0.86,0.96,0.99,0.88,-0.42,0.99,0.93,0.81,0.99,0.87,0.85,0.87,0.99,0.95,0.8,0.9,0.67,0.87,0.72,0.91,0.81,0.86,0.96,0.95,0.37,0.73,0.7,0.95,0.73,0.35,0.79,0.97,0.94,0.03,0.85,0.91,0.84,0.76,0.98,0.89,0.9,0.77,0.95,0.24,0.99,0.87,0.73,0.98,-0.15,0.68,0.78,0,0.05,1,0.78,0.97,0.86,0.9,0.75,0.46,-0.15,0.59,0.4,0.94,0.79,0.27,0.92,0.99,0.05,0.93,0.71,0.49,0.29,0.79,-0.01,0.91,0.91,0.86,0.6,0.94,0.98,0.9,0.91
Q56,0.84,0.58,0.73,0.81,0.71,0.69,0.88,0.73,0.59,0.65,0.91,0.61,0.46,0.39,0.4,0.73,-0.01,0.88,0.71,0.35,0.5,-0.18,0.93,0.87,0.51,0.53,0.22,-0.63,0.66,0.28,0.76,0.27,0.18,0.4,0.89,0.73,-0.01,-0.68,0.02,0.65,0.92,0.94,0.31,0.98,0.24,0.8,0.93,0.94,0.68,0.5,0.99,0.91,0.92,0.98,0.96,0.54,0.93,0.78,0.87,0.35,0.95,0.95,0.78,0.98,0.69,0.95,0.95,0.58,0.19,0.84,0.29,0.77,0.98,0.56,0.29,0.52,0.85,0.89,0.3,0.73,0.62,0.61,-0.19,0.56,0.68,0.78,0.54,0.86,0.16,-0.38,-0.47,0.84,0.47,-0.97,-0.13,0.11,0.69,-0.22,-0.01,-0.3,-0.35,0.42,0.84,0.67,0.87,0.44,0.49,-0.39,0.73,-0.09,-0.14,0.84,0.01,0.35,0.43,0.05,0,0.88,0.79,0.71,0.47,0.81,0.69,-0.15,-0.5,0.65,-0.04,0.93,0.83,0.62,0.85,0.95,0.3,0.84,0.54,-0.28,-0.08,0.27,-0.12,0.94,0.71,0.83,-0.53,0.82,0.87,0.58,0.71
Q58,0.34,0.97,0.95,0.98,0.88,0.86,0.97,0.96,0.9,0.85,0.8,0.88,0.93,0.98,0.94,0.91,0.92,0.98,0.65,0.96,0.92,0.99,1,0.99,0.95,0.98,0.96,0.99,0.87,0.97,0.96,0.71,0.98,0.98,0.99,0.99,0.97,0.89,1,0.98,0.95,0.99,0.95,0.92,0.98,0.97,0.99,1,0.95,0.97,1,0.97,0.62,1,0.98,0.81,1,1,0.99,0.99,1,1,0.96,1,1,1,1,0.98,0.82,1,0.94,0.97,1,0.99,0.98,0.99,1,0.91,0.98,0.99,0.99,0.77,0.96,0.99,1,0.98,0.99,1,1,0.85,0.97,0.94,0.66,0.96,0.86,0.97,0.58,0.99,0.96,0.61,0.85,0.57,0.7,0.97,0.94,0.99,0.77,1,0.82,0.93,0.94,0.99,0.92,0.9,0.74,1,0.88,0,0.89,0.49,0.97,0.93,0.99,0.98,0.9,0.97,0.96,1,0.94,0.97,0.86,0.65,0.99,0.72,0.99,0.87,0.94,0.99,0.98,0.93,0.99,0.92,0.98,1,0.92,0.97,0.9
Q59,0.84,0.89,0.5,0.94,0.91,0.46,0.15,0.5,0.86,0.88,0.89,0.94,0.69,0.76,0.64,0.9,0.89,0.9,0.88,0.81,0.94,0.39,0.45,0.61,0.85,0.83,0.83,0.51,0.88,0.87,0.87,0.92,0.87,0.35,0.94,0.78,0.88,0.27,0.88,0.95,0.89,0.52,0.87,0.88,0.89,0.5,0.73,0.94,0.4,1,0.96,0.78,0.9,0.87,0.96,0.84,0.94,0.89,0.89,0.52,0.93,0.53,0.87,0.63,0.91,0.82,0.92,0.71,0.07,1,0.87,0.77,0.96,0.92,0.92,0.82,0.87,0.85,0.48,0.67,0.62,0.81,0.82,0.89,0.64,0.5,0.93,0.96,0.79,0.72,0.71,0.76,0.78,0.5,0.4,0.77,0.83,0.17,0.74,0.84,0.82,0.79,0.91,-0.92,0.27,-0.56,0.9,0.31,0.96,0.85,0.64,0.99,-0.12,-0.21,0.16,0.78,0.79,0.89,0,0.87,-0.67,-0.55,0.19,0.5,0.36,0.68,0.24,0.94,0.72,0.45,0.56,0.92,0.78,0.73,0.85,0.74,0.25,0.39,0.34,-0.79,-0.17,-0.85,0.86,0.25,0.78,0.83,0.83
Q62,0.64,0.96,0.61,0.6,0.52,0.4,0.73,0.53,0.48,0.26,0.36,0.99,0.83,0.79,0.92,0.1,0.86,0.88,0.35,0.95,0.39,0.97,0.97,0.96,0.89,0.93,0.95,0.98,0.98,0.99,0.66,0.13,0.98,0.93,0.92,0.87,0.82,0.91,0.98,-0.04,0.84,0.93,0.94,0.85,0.91,0.69,0.96,0.95,0.99,0.7,0.93,0.89,0.96,0.9,0.95,0.7,0.87,0.96,0.96,0.95,0.99,0.93,0.91,0.95,0.99,0.91,0.99,0.66,0.43,0.99,0.91,0.64,0.99,0.85,0.99,0.92,0.97,0.97,0.96,0.54,0.86,0.76,0.81,0.98,1,0.94,0.81,0.97,0.92,0.55,0.77,0.88,0.23,0.94,0.66,0.91,0.31,0.93,0.65,0.68,0.76,0.6,0.61,0.85,0.77,0.85,0.41,0.98,0.82,0.9,0.66,0.98,0.95,0.89,0.55,0.97,0.71,0.49,0.87,0,0.93,0.93,0.97,0.92,0.86,0.85,0.98,0.99,0.97,0.89,0.82,0.5,0.97,0.6,0.99,0.91,0.95,1,0.98,0.91,0.98,0.92,0.99,0.97,0.35,0.65,0.45
Q63,0.88,0.9,0.34,0.78,0.73,0.71,0.3,0.81,0.74,0.81,0.94,0.96,0.85,0.76,0.64,0.95,0.7,0.91,0.84,0.86,0.84,0.39,0.81,0.76,0.91,0.85,0.74,0.55,0.88,0.89,0.92,0.89,0.71,0.23,0.93,0.76,0.92,0.65,0.66,0.94,0.93,0.86,0.64,0.97,0.89,0.78,0.83,0.97,0.84,0.85,0.89,0.82,0.96,0.96,0.93,0.63,0.95,0.9,0.85,0.54,0.93,0.84,0.74,0.87,0.73,0.96,0.96,0.86,0.34,0.99,0.93,0.78,1,0.93,0.82,0.79,0.9,0.97,0.54,0.79,0.84,0.97,0.75,0.82,0.83,0.82,0.92,0.94,0.84,0.76,0.86,0.97,0.7,0.46,0.6,0.76,0.92,0.72,0.75,0.87,0.84,0.42,0.97,-0.02,0.69,-0.08,0.74,0.69,0.98,0.74,0.68,0.99,0.43,0.13,0.45,0.86,0.47,0.97,-0.67,0.93,0,0.27,0.47,0.68,0.47,0.91,0.56,0.94,0.75,0.36,0.72,0.98,0.85,0.88,0.93,0.87,0.71,0.76,0.7,0.11,0.2,-0.14,0.8,0.76,0.87,0.82,0.69
Q67,0.91,0.95,0.95,0.99,0.98,0.94,0.48,0.98,0.99,0.95,0.98,0.9,0.99,0.94,0.93,1,0.95,0.99,0.97,1,0.98,0.23,0.49,0.13,0.95,0.97,0.96,0.96,0.89,0.98,0.98,0.97,0.96,0.64,0.96,0.94,0.94,0.76,0.99,0.99,0.95,0.99,0.94,0.96,0.9,0.99,0.98,0.97,0.83,0.99,0.99,0.96,0.94,0.94,0.97,0.8,0.98,0.96,0.92,0.56,0.96,0.99,0.91,0.74,0.98,0.93,0.98,0.98,0.73,0.99,0.92,0.98,0.99,0.99,0.96,0.98,1,0.88,0.78,0.99,0.98,0.96,0.92,0.99,0.81,0.3,1,0.99,0.93,0.95,0.9,0.99,0.84,0.84,0.86,0.96,0.9,0.56,0.99,0.99,0.98,0.89,0.96,0.46,0.92,0.68,0.99,0.27,0.96,0.97,0.93,0.98,0.48,0.61,0.95,0.9,0.81,0.93,-0.55,0.93,0.27,0,0.08,0.76,0.35,-0.2,0.5,0.98,0.59,0.37,0.76,0.93,0.44,0.93,0.84,0.84,0.47,-0.55,0.85,0.36,0.47,0.36,0.84,0.89,0.97,0.98,0.98
Q69,0.93,0.91,0.94,1,0.99,0.97,0.67,1,0.97,0.94,0.99,0.86,1,0.99,0.97,1,0.99,0.99,0.98,0.99,0.99,0.57,0.8,0.92,1,0.99,0.98,0.95,0.96,0.98,1,0.99,0.94,0.75,0.98,0.99,0.82,0.61,1,0.97,0.96,1,0.97,0.99,0.74,0.98,0.97,0.97,0.99,0.98,0.99,0.87,0.98,0.99,1,0.81,1,0.99,0.97,0.46,0.99,0.98,0.88,0.91,0.98,0.99,1,0.96,0.87,1,0.96,0.97,0.93,0.98,0.99,0.99,1,0.94,0.87,0.98,0.99,0.97,0.95,0.99,0.91,0.89,1,1,0.83,0.98,0.62,0.99,0.91,0.67,0.87,0.98,0.88,0.53,0.99,0.98,0.98,0.91,0.98,0.77,0.93,0.77,1,0.71,0.99,0.99,0.98,0.98,0.44,0.65,0.96,0.75,0.69,0.99,0.19,0.97,0.47,0.08,0,0.65,-0.04,0.63,0.47,0.98,0.96,0.45,0.95,0.99,0.78,0.95,0.91,0.7,0.71,0.38,0.66,0.41,0.41,0.53,0.67,0.99,0.99,0.99,0.92
Q7,0.82,0.69,0.3,0.9,0.92,0.56,0.72,0.89,0.21,0.92,0.94,0.89,0.86,0.96,0.6,0.92,0.81,0.8,0.85,0.63,0.82,0.4,0.83,0.82,0.87,0.83,0.73,0.51,0.81,0.84,0.91,0.69,0.79,0.83,0.96,0.94,0.33,-0.24,0.84,0.91,0.96,0.94,0.85,0.99,0.51,0.92,0.86,0.94,0.84,0.68,1,0.94,1,0.99,0.95,0.55,0.92,0.96,0.81,0.16,0.97,0.92,0.67,0.96,0.9,0.98,0.96,0.79,-0.13,0.99,0.94,0.81,1,0.84,0.77,0.81,0.97,0.93,0.81,0.58,0.6,0.83,0.56,0.78,0.79,0.68,0.69,0.94,0.45,0.72,0.39,0.96,0.54,-0.2,0.58,0.93,0.93,0.05,0.84,0.85,0.88,0.51,0.97,0.82,0.78,0.2,0.92,-0.02,0.98,0.94,0.39,0.98,0.04,0.61,0.31,0.46,-0.15,0.98,0.5,0.92,0.68,0.76,0.65,0,-0.41,0.72,0.02,0.99,0.95,0.84,0.98,0.98,0.84,0.94,0.78,0.26,0.21,0.78,0.15,0.87,0.83,0.87,0.42,0.96,0.94,0.87,0.78
Q71,0.5,-0.4,0.12,0.47,0.88,0.18,0.09,0.4,0.21,0.71,0.85,0.55,0.2,0.85,0.09,0.76,0.38,0.13,0.75,0.05,0.23,-0.45,0.24,-0.24,0.6,-0.01,0.2,0.09,0.28,0.61,0.76,0.58,0.15,0.12,0.87,0.72,-0.01,-0.45,0.23,0.86,0.72,0.28,0.62,0.97,0.33,0.67,0.73,0.42,0.5,0.19,0.95,0.76,0.87,0.64,0.16,0.12,0.66,0.69,0.05,-0.29,0.41,0.79,0.03,0.67,0.02,0.3,0.52,0.31,-0.13,0.31,0.65,-0.22,0.46,0.35,0.13,-0.16,-0.17,0.65,-0.16,0.22,0.32,0.63,0.42,-0.02,0.31,0.47,0.06,-0.04,-0.69,0.38,-0.76,0.77,0.72,-0.87,0.56,0.63,0.61,-0.93,0.56,0.67,0.48,0.44,0.87,0.73,0.57,0.45,0.55,-0.73,0.86,0.78,0.31,0.71,-0.18,0.42,0.62,-0.15,-0.5,0.9,0.36,0.86,0.47,0.35,-0.04,-0.41,0,0.19,-0.37,0.39,0.73,-0.13,0.74,0.9,-0.25,0.7,0.33,-0.52,-0.44,-0.56,-0.49,0.82,0.6,0.74,-0.65,0.59,0.71,0.22,0.16
Q73,0.91,0.89,0.69,0.99,0.98,0.92,0.84,0.99,0.78,0.95,0.99,0.87,0.99,0.98,0.92,0.99,0.92,1,0.91,0.99,0.89,0.3,0.86,0.95,0.99,0.95,0.97,0.94,0.95,0.97,0.99,0.97,0.96,0.96,0.92,0.98,0.83,0.71,0.99,0.97,0.98,0.99,0.94,0.99,0.87,0.96,1,0.99,0.19,0.89,1,0.94,0.96,0.86,0.99,0.84,1,0.99,0.78,0.67,0.86,1,0.86,0.84,0.98,0.99,0.98,0.98,0.71,0.99,0.89,0.96,0.95,0.99,0.98,0.98,0.97,0.91,0.93,0.92,0.99,0.96,0.95,0.99,0.77,0.92,0.99,0.99,0.86,0.92,0.82,0.94,0.67,0.76,0.61,0.99,0.95,0.13,0.95,0.97,0.95,0.82,0.94,0.79,0.96,0.55,0.99,0.09,0.96,1,0.68,0.98,0.64,0.91,0.87,0.59,0.65,0.97,0.68,0.85,0.91,-0.2,0.63,0.72,0.19,0,0.74,0.99,0.33,-0.23,0.67,0.96,-0.42,0.94,0.62,0.79,0.46,-0.27,0.74,0.85,0.83,0.85,0.75,0.99,0.98,1,0.94
Q74,0.9,0.94,0.77,0.98,0.95,0.71,0.78,0.9,0.89,0.87,0.96,0.74,0.99,0.94,0.87,0.99,0.97,0.99,0.96,0.96,0.96,-0.03,0.81,0.78,0.96,0.94,0.81,0.69,0.97,0.96,0.99,0.98,0.83,0.91,0.98,0.92,0.6,-0.47,0.96,0.95,1,0.98,0.71,0.99,0.72,0.91,0.93,0.97,0.89,0.98,1,0.91,0.89,0.99,0.98,0.76,0.98,0.94,0.88,0.44,0.96,0.9,0.9,0.95,0.86,0.98,0.98,0.94,0.25,0.99,0.81,0.92,1,0.97,0.76,0.98,1,0.9,0.95,0.97,0.93,0.95,0.74,0.99,0.8,0.52,0.99,0.99,0.75,0.7,0.3,0.91,0.66,-0.02,0.61,0.89,0.92,0.05,0.8,0.93,0.81,0.8,0.96,0.93,0.78,0.83,0.96,0.32,0.98,0.82,0.74,0.97,0.28,0.95,0.36,0.4,-0.04,0.96,0.24,0.98,0.56,0.5,0.47,0.02,-0.37,0.74,0,0.97,0.92,0.68,0.88,0.94,0.73,0.95,0.84,-0.17,0.24,0.68,0.2,0.83,0.46,0.69,-0.03,0.97,0.99,0.97,0.9
Q75,1,0.92,0.83,1,0.98,0.86,0.95,1,0.92,0.99,1,0.93,0.97,1,0.98,1,0.96,1,0.97,1,1,0.75,0.97,0.96,0.99,0.98,0.97,0.99,0.85,1,1,0.98,0.99,0.95,0.99,1,0.99,0.96,0.97,0.95,0.98,0.96,0.88,1,0.88,0.96,0.96,0.98,0.85,0.89,0.99,0.98,0.95,1,0.98,0.69,0.97,0.99,0.94,0.95,1,0.96,0.71,1,0.97,0.97,1,1,0.74,0.99,1,0.88,1,0.96,0.96,0.98,1,0.97,0.98,1,0.98,0.99,0.99,0.99,0.98,0.95,0.99,0.94,0.98,1,0.99,0.99,0.97,0.94,0.98,1,0.99,0.94,1,0.99,1,0.86,0.99,0.99,0.99,0.99,0.99,0.98,1,1,1,1,0.96,0.9,0.87,0.94,0.93,1,0.94,0.99,0.94,0.98,0.98,0.99,0.39,0.99,0.97,0,0.95,0.56,0.98,0.99,0.97,0.99,0.81,0.99,0.87,0.91,0.86,0.98,1,0.98,0.8,1,1,1,0.86
Q76,0.96,0.79,0.83,0.97,0.99,0.64,0.89,0.88,0.88,0.94,0.98,0.97,0.97,0.96,0.84,0.99,0.98,0.93,0.9,0.97,0.99,0.62,0.95,0.98,0.65,0.94,0.91,0.91,0.95,0.93,0.96,0.94,0.94,0.9,0.98,0.96,0.98,0.86,0.95,0.98,0.81,0.95,0.9,0.99,0.96,0.84,0.92,0.99,0.38,0.98,0.99,0.93,0.98,0.99,0.99,0.67,0.99,0.97,0.95,0.81,0.98,0.92,0.83,1,0.97,0.94,0.98,0.96,0.44,1,0.99,0.79,1,0.98,0.96,0.93,0.98,0.98,0.86,0.97,0.9,0.99,0.98,0.98,0.61,0.99,0.98,0.98,0.95,0.96,0.93,0.97,0.94,0.87,0.92,0.97,0.97,0.59,0.96,0.99,0.97,0.94,0.99,0.9,0.86,0.78,0.96,0.19,0.99,0.97,0.95,1,0.75,0.81,0.6,0.79,0.83,0.94,0.72,0.97,0.75,0.59,0.96,0.95,0.73,0.33,0.92,0.95,0,0.33,0.06,0.99,0.14,0.92,0.72,0.94,-0.06,0.26,0.37,0.87,0.96,0.77,0.69,0.88,0.99,0.95,0.86
Q77,0.91,0.27,0.46,0.69,0.94,0.28,-0.19,0.76,0.41,0.86,0.99,0.71,0.78,0.8,0.6,0.99,0.67,0.68,0.66,0.72,0.59,-0.22,0.81,0.69,0.92,0.69,0.53,0.8,0.75,0.91,0.97,0.96,0.53,0.2,0.91,0.86,0.9,0.6,0.57,0.85,0.83,0.7,0.57,0.95,0.8,0.69,0.8,0.78,0.72,0.65,0.77,0.92,0.89,0.59,0.6,0.2,0.54,0.92,0.25,0.11,0.81,0.68,0.49,0.48,0.46,0.47,0.95,0.93,-0.33,0.8,0.87,0.46,0.98,0.93,0.5,0.48,0.77,0.92,0.4,0.53,0.52,0.98,0.74,0.83,0.74,0.92,0.71,0.73,0.26,0.8,0.53,0.99,0.86,0.34,0.77,0.95,0.73,0.04,0.86,0.97,0.95,0.66,0.95,0.36,0.85,0.42,0.84,-0.06,0.98,0.9,0.85,0.97,0.23,0.63,0.51,0.27,0.62,0.97,0.45,0.89,0.36,0.37,0.45,0.84,-0.13,-0.23,0.68,0.56,0.33,0,0.19,0.98,-0.33,0.77,0.64,0.8,-0.06,0.46,0.18,0.58,0.53,0.59,0.56,0.89,0.97,0.84,0.41
Q78,0.89,0.87,0.74,0.92,0.98,0.74,0.73,0.92,0.9,0.92,0.99,0.94,0.86,0.95,0.86,0.97,0.96,0.96,0.79,0.97,0.94,0.71,0.92,0.99,0.94,0.87,0.93,0.94,0.87,0.95,0.95,0.96,0.93,0.9,0.95,0.93,0.97,0.86,0.93,0.96,0.89,0.83,0.91,0.93,0.9,0.66,0.8,0.96,0.59,0.94,0.97,0.9,0.97,0.93,0.94,0.72,0.94,0.97,0.95,0.65,0.97,0.84,0.88,0.97,0.94,0.87,0.97,0.89,0.39,0.99,0.97,0.79,0.98,0.99,0.91,0.94,0.98,0.95,0.85,0.96,0.88,0.98,0.94,0.99,0.66,0.96,0.96,0.97,0.89,0.96,0.86,0.98,0.96,0.9,0.9,0.96,0.86,0.69,0.95,0.99,0.96,0.87,0.99,0.74,0.87,0.8,0.93,0.53,0.97,0.98,0.96,0.98,0.63,0.85,0.5,0.92,0.85,0.86,0.56,0.82,0.72,0.76,0.95,0.98,0.74,0.67,0.88,0.98,0.06,0.19,0,0.97,0.51,0.75,0.85,0.92,0.37,0.67,0.59,0.72,0.88,0.59,0.82,0.94,0.98,0.95,0.85
Q79,0.13,0.98,0.9,0.95,0.85,0.86,0.94,0.95,0.85,0.87,-0.02,0.94,0.84,0.94,0.94,0.91,0.75,0.98,-0.67,0.97,0.85,0.99,1,0.98,0.97,0.95,0.96,0.98,0.95,0.99,0.95,0.7,0.97,0.91,0.93,0.96,0.97,0.92,0.98,0.97,0.96,0.98,0.92,0.96,0.92,0.93,0.99,0.99,0.99,0.92,0.98,0.94,0.95,0.99,0.98,0.76,0.96,0.99,0.95,0.98,0.99,0.97,0.9,0.98,0.96,0.97,0.99,0.97,0.85,1,0.92,0.91,0.98,0.93,0.96,0.95,0.99,0.96,0.97,0.98,0.92,0.53,0.96,0.96,0.99,0.98,0.99,0.96,0.96,0.82,0.96,0.98,0.53,0.98,0.75,0.98,0.32,0.99,0.96,-0.3,0.92,0.55,-0.92,0.96,0.97,0.99,0.44,1,0.55,0.93,0.96,1,0.98,0.98,0.89,0.99,0.95,0.65,0.92,0.5,0.98,0.93,0.99,0.98,0.9,0.96,0.94,0.99,0.99,0.98,0.97,0,0.99,0.92,0.98,0.91,0.98,1,0.99,0.9,0.98,0.83,0.99,0.99,0.93,0.96,0.82
Q8,0.94,0.8,0.89,1,0.97,0.81,0.9,0.98,0.9,0.85,1,0.9,0.98,0.99,0.92,1,0.97,1,0.98,1,0.95,-0.45,0.93,0.98,0.96,0.96,0.94,0.87,0.98,0.95,1,0.98,0.98,0.94,0.98,0.99,0.94,0.42,0.96,0.98,0.99,0.97,0.92,0.99,0.75,0.91,0.98,0.97,0.16,0.96,1,0.86,0.97,0.93,0.98,0.77,0.99,0.98,0.66,0.47,0.88,0.99,0.78,0.94,0.97,0.98,0.99,0.99,0.22,1,0.98,0.89,1,0.98,0.96,0.97,1,0.92,0.99,0.99,0.95,0.98,0.96,0.99,0.79,0.93,0.99,0.99,0.77,0.95,0.81,0.98,0.94,0.61,0.88,0.99,0.95,-0.29,0.97,0.99,0.99,0.85,0.99,0.97,0.98,0.96,0.91,0.13,1,0.98,0.94,0.98,0.69,0.84,0.72,0.05,0.3,0.99,0.78,0.97,0.85,0.44,0.78,0.84,-0.25,-0.42,0.73,0.97,0.14,-0.33,0.51,0.99,0,0.94,0.57,0.64,0.02,0.27,-0.31,0.98,0.96,0.91,0.38,1,1,1,0.91
Q80,0.71,0.9,0.89,0.97,0.88,0.82,0.76,0.9,0.94,0.5,0.88,0.93,0.83,0.75,0.93,0.89,0.99,0.84,0.65,0.95,0.98,0.96,0.95,1,0.85,0.88,0.94,0.88,0.86,0.96,0.94,0.95,0.94,0.94,0.96,0.86,0.91,0.91,0.91,0.86,0.81,0.94,0.98,0.99,0.9,0.8,0.96,0.97,0.91,0.93,0.85,0.93,0.97,0.85,0.92,0.83,0.83,0.98,0.95,0.96,0.99,0.89,0.91,0.86,0.92,0.72,0.97,0.81,0.48,1,0.87,0.63,0.98,0.9,0.94,0.76,0.94,0.96,0.94,0.73,0.75,0.8,0.73,0.96,0.95,0.93,0.93,0.97,0.94,0.86,0.74,0.82,0.69,0.94,0.91,0.9,0.29,0.87,0.86,0.8,0.88,0.91,0.9,0.66,0.94,0.79,0.92,0.89,0.89,0.76,0.75,0.98,0.84,0.94,0.8,0.93,0.84,0.72,0.73,0.6,0.88,0.93,0.95,0.94,0.7,0.94,0.95,0.99,0.92,0.77,0.75,0.92,0.94,0,0.92,0.89,0.94,0.97,0.86,0.93,0.87,0.86,0.95,0.94,0.91,0.8,0.76
Q81,0.9,0.85,0.9,0.95,0.94,0.9,0.98,0.99,0.98,0.95,0.96,0.92,0.97,0.98,0.97,0.95,1,0.99,0.96,0.95,1,0.58,0.97,1,0.93,0.94,0.82,0.95,0.91,0.83,0.98,0.94,0.95,0.97,0.96,0.82,0.9,0.53,0.94,0.99,0.97,0.99,0.98,1,0.82,0.99,0.99,0.98,0.55,0.95,0.97,0.99,0.95,1,1,0.84,0.98,1,0.97,0.82,1,0.99,0.93,1,0.98,0.97,1,0.97,0.66,1,0.97,0.9,0.99,0.91,0.98,0.97,0.99,0.9,0.93,0.99,0.94,0.96,0.53,0.99,0.63,0.91,0.98,0.99,0.82,0.78,0.87,0.99,0.96,0.82,0.93,0.98,0.95,0.55,0.94,0.98,0.95,0.92,0.99,0.84,0.99,0.95,1,0.38,0.98,0.98,0.64,0.99,0.67,0.72,0.95,0.71,0.54,0.99,0.85,0.99,0.93,0.84,0.91,0.78,0.33,0.62,0.84,0.81,0.72,0.64,0.85,0.98,0.57,0.92,0,0.79,0.38,0.38,0.59,0.97,0.95,0.95,0.78,0.99,0.98,0.98,0.97
Q82,0.81,0.89,0.86,0.97,0.77,0.8,0.96,0.93,0.79,0.85,0.93,0.77,0.95,0.92,0.9,0.93,0.95,0.92,0.86,0.92,0.94,0.74,0.95,0.97,0.86,0.8,0.76,0.77,0.94,0.91,0.94,0.9,0.86,0.92,0.91,0.94,0.32,-0.17,0.95,0.65,0.92,0.97,0.9,0.98,0.58,0.92,0.85,0.65,0.89,0.94,0.98,0.91,0.95,0.96,0.93,0.74,0.62,0.75,0.61,0.61,0.98,0.69,0.92,0.99,0.84,0.98,0.97,0.8,0.3,0.98,0.84,0.85,0.97,0.9,0.78,0.93,0.98,0.83,0.87,0.89,0.83,0.89,0.84,0.94,0.78,0.7,0.9,0.94,0.63,0.67,-0.91,0.95,0.74,-0.47,0.69,0.93,0.69,-0.26,0.81,0.86,0.79,0.67,0.97,0.92,0.79,0.94,0.89,0.36,0.94,0.89,0.91,0.92,0.4,0.89,0.61,0.49,-0.28,0.87,0.74,0.91,0.87,0.84,0.7,0.26,-0.52,0.79,-0.17,0.99,0.94,0.8,0.92,0.91,0.64,0.89,0.79,0,0.26,0.57,0.41,0.78,0.86,0.73,-0.21,0.98,0.86,0.87,0.81
