,Q1,Q10,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q109,Q11,Q110,Q111,Q112,Q113,Q114,Q115,Q116,Q117,Q118,Q12,Q13,Q14,Q147,Q148,Q149,Q15,Q150,Q151,Q152,Q153,Q155,Q156,Q157,Q158,Q159,Q16,Q160,Q161,Q162,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q17,Q170,Q171,Q172,Q173,Q174,Q175,Q176,Q177,Q178,Q179,Q18,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q19,Q190,Q191,Q192,Q193,Q194,Q195,Q196,Q197,Q198,Q199,Q2,Q20,Q200,Q201,Q202,Q203,Q204,Q205,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q3,Q30,Q31,Q32,Q33,Q35,Q36,Q37,Q38,Q39,Q4,Q40,Q41,Q42,Q44,Q46,Q48,Q49,Q5,Q56,Q58,Q59,Q62,Q63,Q67,Q69,Q7,Q71,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q8,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q89,Q9,Q90,Q92,Q98,Q99
Q186,1,0.98,1,0.99,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,0.96,0.99,0.94,0.06,0.9,1,-0.15,-0.06,0.83,0.95,0.71,0.81,1,0.99,0.99,1,1,1,0.99,0.96,0.91,1,0.92,0.97,0.26,-0.3,1,0.91,0.76,0.66,0.95,0.17,0.49,0.66,0.85,0.89,0.75,1,0.2,0.95,0.2,0.72,-0.69,-1,0,0.07,0.17,0.82,1,0.09,0.85,0.87,0.98,0.77,-0.03,0.88,1,0.64,0.9,1,1,0.96,0.55,0.95,0.98,0.83,0.34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.94,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,1,0.98,0.99,0.91,1,1,1,1,1,0.99,1,1,1,1,1,1,0.99,1,0.99,0.96,0.99,1,0.99,1,1,1,0.97,0.99
Q187,1,1,1,0.98,1,1,1,1,1,1,1,0.99,1,0.95,1,1,1,1,1,0.99,1,1,0.97,1,0.95,0.98,1,1,0.99,0.92,0.98,0.95,1,0.96,0.91,0.98,0.94,1,0.99,1,0.89,0.44,0.61,0.78,0.4,-0.51,0.88,-0.13,1,-0.52,-0.29,0.35,0.76,0.89,0.48,0.58,-0.02,-0.2,0.99,1,0.61,0.49,-0.29,0.54,0.72,0.41,0.07,0,-0.59,0.35,1,0.23,0.52,-0.54,0.58,0.76,0.76,0.28,0.84,0.6,0.94,1,1,0.73,0.2,0.93,0.99,0.89,0.19,1,1,1,1,1,1,1,1,0.98,1,1,1,1,1,0.67,0.99,0.99,1,0.97,1,1,1,1,0.97,1,1,1,1,1,0.76,1,0.95,0.85,0.95,1,0.89,0.99,1,1,1,1,1,1,1,1,1,0.83,0.97,0.96,0.57,0.99,0.93,1,1,0.9,1,1,1
Q188,1,0.92,0.96,0.82,0.96,0.69,0.84,0.56,0.98,0.86,0.97,0.91,0.98,0.47,0.98,0.99,1,0.99,0.99,0.9,0.99,0.95,0.78,0.79,0.11,0.72,0.95,0.99,0.53,-0.24,0.43,0.31,0.83,-0.64,0.87,0.88,0.69,0.95,0.88,0.61,0.75,0.55,0.76,0.72,0.84,0.15,0.88,-0.06,1,0.56,-0.83,0.48,0.95,0.84,0.7,0.72,0.71,0.52,0.82,1,0.74,0.78,0.66,0.63,0.76,0.66,0.17,-0.59,0,0.88,1,0.75,0.88,-0.96,0.78,-0.15,-0.45,-0.2,0.69,-0.72,-0.8,0.98,0.98,-0.4,-0.62,0.52,0.17,0.39,0.35,1,0.78,1,0.95,0.98,0.99,0.98,1,0.96,1,0.99,1,1,1,0.68,0.67,0.96,0.99,0.66,0.99,0.97,1,0.78,1,0.98,1,0.92,0.99,0.98,0.59,0.98,0.94,0.96,0.99,1,0.97,0.91,0.95,1,0.97,0.96,0.99,1,1,1,0.99,0.78,0.89,0.79,0.46,0.89,0.92,0.95,0.98,0.93,0.99,0.92,0.94
Q189,1,0.7,1,0.7,1,0.96,1,1,1,0.95,0.99,1,0.74,0.95,1,1,1,1,1,1,0.96,1,0.94,0.98,1,1,1,1,1,1,1,0.92,1,1,0.99,0.99,0.99,1,1,0.82,0.99,0.86,0.91,0.99,0.95,0.97,0.96,0.94,1,0.98,0.99,0.7,0.89,0.64,0.06,0.21,0.86,0.97,0.89,1,0.58,0.94,0.88,0.96,0.27,0.94,0.82,0.35,0.88,0,1,-0.46,0.33,0.96,0.97,0.98,1,0.65,0.93,0.76,0.99,1,1,0.87,0.8,0.9,1,0.91,0.86,1,0.99,1,1,1,1,1,1,1,0.98,1,1,1,1,0.35,0.9,0.51,0.99,1,1,1,0.99,0.99,0.99,1,0.96,1,0.97,0.99,0.78,0.98,0.98,1,0.99,1,0.99,1,1,0.95,0.99,0.99,0.99,1,1,1,0.95,0.91,0.97,1,0.94,0.98,0.85,0.94,1,0.97,1,0.84,0.99
Q19,-0.99,0.98,0.74,0.98,0.89,0.96,0.5,0.17,-0.96,0.71,0.48,0.87,-0.66,0.92,-0.79,-0.88,-1,0.83,-0.97,0.84,0.94,1,0.95,0.07,1,1,1,0.38,1,1,1,0.95,1,1,0.98,0.98,0.99,0.71,0.81,1,1,1,1,1,1,1,1,1,-0.96,1,1,1,1,1,1,1,1,1,1,-0.59,1,1,1,1,0.99,1,1,1,1,1,0,1,1,1,1,1,1,0.95,0.97,0.97,0.95,-1,-0.83,0.86,1,1,0.97,1,1,-1,0.85,-0.78,-0.85,-1,-0.79,-0.99,-1,1,0.87,-1,-0.86,-0.96,-0.99,1,0.89,0.98,0.4,0.98,-0.99,-0.62,0.1,0.95,1,0.99,0.99,0.99,0.78,-0.99,0.95,0.93,0.99,1,1,0.7,1,1,0.98,1,1,1,1,0.02,0.99,-0.98,0.88,0.99,0.99,1,0.87,0.99,1,0.94,0.95,1,0.97,0.99,0.83
Q190,1,0.13,1,0.67,0.99,0.92,0.99,0.99,1,0.97,1,0.99,0.85,0.85,1,1,1,1,1,0.99,0.95,0.98,0.68,0.98,1,1,1,0.99,0.97,1,0.95,0.85,1,0.96,0.99,0.99,0.95,0.99,0.99,0.87,0.94,0.44,0.78,0.92,-0.53,0.96,0.91,-0.25,1,0.86,0.78,0.08,0.72,0.1,-0.63,0.3,0.58,0.27,0.46,1,-0.49,0.84,0.37,0.81,0.65,0.85,0.09,0.23,0.75,-0.46,1,0,-0.66,0.75,0.91,0.95,0.95,0.43,0.9,0.6,0.93,0.99,0.95,0.69,0.44,0.87,0.86,0.73,0.8,1,0.94,1,0.95,1,1,1,1,1,0.98,0.96,1,1,1,-0.11,0.2,-0.48,0.98,0.91,1,0.99,0.99,0.89,1,1,1,1,0.99,0.99,0,0.99,0.98,0.99,0.97,1,0.86,1,0.99,1,0.92,0.97,0.94,1,1,1,0.99,0.94,0.95,0.96,0.94,0.47,0.96,0.55,1,0.83,0.98,0.81,0.45
Q191,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,0.98,1,0.99,0.99,1,1,1,0.99,1,1,0.99,1,0.99,0.99,1,1,0.98,1,1,0.89,0.95,0.98,0.88,1,1,0.97,1,0.89,0.98,0.87,0.92,0.97,0.9,0.51,0.96,0.95,0.98,1,0.97,0.93,0.9,0.98,0.9,0.8,0.85,0.52,0.88,0.33,1,-0.66,0,0.82,0.95,0.97,0.99,0.96,1,0.99,0.99,1,1,0.96,0.93,0.98,0.98,0.95,0.97,1,1,1,1,1,1,1,1,0.98,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,0.97,1,1,0.99,0.78,1,0.97,0.99,1,1,1,1,1,1,1,1,1,1,1,1,0.94,1,0.97,1,1,0.99,1,1,0.99
Q192,1,1,0.93,0.61,0.99,0.97,0.86,0.99,1,0.92,0.97,0.91,1,0.39,1,1,1,1,1,0.99,0.98,0.99,0.99,0.99,0.55,0.72,0.97,0.99,0.9,-0.4,0.69,0.1,0.93,-0.35,0.42,1,0.72,1,0.91,0.89,-0.34,0.95,0.9,0.81,0.95,0.18,0.86,0.59,1,0.02,-0.96,0.23,0.99,1,1,0.82,0.81,0.69,1,1,0.92,0.72,0.76,0.35,0.78,0.73,0.87,-0.54,-0.96,0.96,1,0.75,0.82,0,0.67,0.55,-0.01,0.4,0.67,-0.6,-0.37,1,0.99,-0.64,0.87,0.81,0.98,0.91,0.92,1,0.99,1,0.95,1,0.99,1,1,0.98,1,0.99,1,1,1,0.92,0.35,0.9,1,0.91,1,1,1,0.97,0.98,0.83,0.99,0.98,1,0.99,0.62,0.89,0.75,0.91,1,1,0.99,0.99,0.99,0.99,0.99,1,1,0.99,1,1,1,0.95,0.95,0.74,0.92,0.99,1,0.99,0.97,0.96,1,0.95,0.95
Q193,1,0.99,1,0.98,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,1,0.99,1,1,0.93,0.99,1,0.96,0.97,1,0.99,1,0.52,0.63,0.98,0.88,0.74,0.66,-0.02,0.71,0.66,0.36,0.96,1,0.95,1,0.97,1,0.91,0.94,0.83,0.98,1,0.95,0.99,0.92,1,0.99,0.95,0.94,0.96,0.99,0.98,0.98,0.96,0.98,0.98,1,0.98,0.95,0.99,0.96,0.86,0.98,0.98,0.58,0.78,0.97,1,0.91,0.95,0.67,0,0.24,-0.77,-0.2,0.37,-0.5,0.61,0.86,0.96,-0.14,0.76,0.99,0.9,0.49,0.94,1,1,0.95,0.99,1,1,1,1,1,0.88,0.98,0.94,1,1,1,1,1,1,1,1,0.81,0.78,1,0.99,0.99,1,1,1,0.98,0.96,0.99,1,0.98,1,1,0.98,1,1,1,1,1,0.95,1,1,-0.17,1,0.98,1,0.99,0.95,0.99,1,1,1,1,1,1,0.98
Q194,0.99,1,0.98,0.98,0.96,0.96,0.97,0.94,1,0.95,0.98,0.99,0.97,0.99,0.99,1,1,1,0.98,0.94,0.99,1,1,0.99,0.45,0.47,1,0.99,0.71,0.43,0.73,-0.3,0.88,0.43,0.98,1,0.95,0.99,0.9,0.98,0.92,0.98,0.94,0.98,0.99,0.96,0.99,0.93,1,0.99,0.91,0.95,0.98,1,1,0.99,1,0.99,0.98,1,0.99,0.99,0.99,0.93,0.74,0.94,0.77,0.76,-0.15,0.98,1,0.95,0.97,0.55,0.24,0,-0.89,-0.01,-0.47,-0.4,-0.31,0.99,0.99,-0.14,0.68,0.97,0.71,0.89,0.9,1,0.99,1,0.96,1,1,0.99,1,1,1,0.99,1,1,1,1,1,1,0.96,0.97,0.98,0.98,1,1,1,0.97,0.99,0.99,1,0.99,0.91,0.99,0.98,0.96,0.98,1,0.99,1,0.99,0.99,1,1,1,0.98,0.99,0.99,1,0.99,1,1,0.96,0.99,0.97,0.98,1,1,1,1,0.99
Q195,1,1,0.97,0.93,0.98,0.95,0.96,0.96,1,0.9,0.98,0.98,0.99,0.91,1,1,1,0.99,1,0.87,1,1,1,0.99,-0.91,-1,0.31,1,-0.64,-0.99,-0.91,-0.4,-0.62,-0.98,0.84,1,0.96,1,0.98,0.99,0.56,0.99,0.91,0.99,1,0.91,0.27,0.5,1,0.99,0.94,0.93,0.99,0.99,1,0.99,0.99,1,0.95,1,1,0.99,0.89,0.66,-0.68,-0.38,-0.03,0.76,-0.45,1,1,0.95,0.99,-0.01,-0.77,-0.89,0,-0.92,-0.15,-1,-1,1,0.99,-0.96,0.69,0.98,0.94,0.43,0.79,1,1,1,0.94,1,0.99,0.99,1,1,1,1,1,0.99,1,0.99,0.99,1,0.99,0.98,0.9,0.97,1,1,0.98,0.98,0.97,1,0.99,0.95,0.86,0.93,1,1,1,1,0.99,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,0.97,1,1,0.99,1
Q196,0.99,0.88,0.92,0.87,0.91,0.94,0.95,0.82,0.99,0.82,0.92,0.97,0.64,0.67,0.99,1,0.99,0.92,0.98,0.85,0.82,0.97,0.95,0.83,0.89,0.8,1,0.87,0.78,0.8,0.91,-0.26,0.96,0.23,0.87,1,0.75,1,0.61,0.86,0.88,1,0.82,0.98,0.99,0.92,0.95,0.89,1,0.99,0.88,0.97,1,0.99,0.99,0.99,0.97,0.99,0.99,0.98,0.91,0.99,0.54,0.97,0.87,0.9,0.88,0.28,-0.2,0.65,0.95,0.43,0.96,0.4,-0.2,-0.01,-0.92,0,-0.59,-0.88,-0.58,0.86,0.79,-0.88,-0.07,0.81,0.83,0.48,0.84,0.98,0.99,0.96,0.69,0.98,0.94,0.97,0.97,1,0.9,0.73,0.95,0.98,0.98,0.55,0.77,0.51,0.89,0.74,0.86,0.77,0.88,0.97,0.97,0.82,0.95,0.99,0.95,0.58,0.09,0.63,0.73,0.99,1,0.99,0.99,1,0.96,0.99,0.9,0.98,0.96,0.95,0.98,0.88,0.99,0.93,0.95,0.96,0.65,0.98,1,0.95,0.99,0.98,0.99,0.94,0.9
Q197,0.98,1,0.96,0.93,0.9,0.99,0.97,0.95,1,0.86,0.98,0.94,0.97,0.97,0.99,1,1,0.91,0.63,0.7,0.92,0.99,1,1,0.45,0.38,0.91,0.99,0.74,0.31,0.61,-0.99,0.38,0.76,0.96,1,0.98,0.99,0.72,0.99,0.91,0.99,0.94,0.99,1,0.95,0.99,0.94,1,1,0.96,0.99,1,0.99,1,1,1,1,1,0.99,0.98,0.97,0.87,1,0.98,0.97,1,0.84,0.69,0.93,0.97,0.9,1,0.67,0.37,-0.47,-0.15,-0.59,0,-0.41,-0.3,0.95,0.99,-0.57,0.71,1,0.81,0.72,0.99,1,1,0.99,0.93,0.99,1,0.95,1,1,0.97,0.97,0.99,0.99,0.99,0.88,0.96,0.76,0.9,0.94,0.99,0.86,0.98,1,0.86,0.9,0.94,1,0.99,0.94,0.88,0.87,0.96,0.99,1,1,1,1,1,0.99,0.97,1,1,0.92,0.99,0.99,1,0.99,0.96,0.97,0.87,1,0.97,0.99,1,0.99,1,1,0.98
Q198,0.99,0.98,0.95,0.59,0.97,0.8,0.79,0.89,0.99,0.81,0.93,0.96,0.96,0.8,0.97,1,1,0.99,0.98,0.97,1,0.98,1,0.98,0.25,0.24,0.97,1,0.59,0.44,-0.01,-0.17,0.47,-0.47,0.69,1,0.95,0.99,0.11,0.97,-0.81,0.99,0.85,0.94,0.97,0.58,0.5,0.62,1,0.95,0.8,0.69,1,0.97,1,1,0.99,1,0.99,1,0.99,1,0.79,0.44,0.73,0.73,0.64,0.6,-0.72,0.76,0.97,0.6,0.99,-0.6,-0.5,-0.4,-1,-0.88,-0.41,0,-1,0.99,0.92,-1,0.81,0.59,0.63,0.56,0.62,1,0.99,0.99,0.52,0.97,0.98,0.97,1,1,1,0.98,1,0.99,0.99,0.92,0.86,0.94,0.96,0.96,0.78,0.97,1,1,0.86,0.91,0.98,0.98,1,0.84,-0.03,0.61,0.97,1,1,0.97,0.99,1,1,1,0.96,1,1,1,0.85,0.98,1,0.99,1,0.97,0.8,1,1,1,0.99,1,1,0.73,0.97
Q199,0.99,0.98,0.68,0.46,0.83,0.27,-0.31,0.92,0.99,0.48,0.74,0.88,0.87,-0.27,0.95,0.99,1,0.97,0.93,0.97,0.99,0.96,1,0.98,0.65,0.57,0.97,1,0.61,0.18,0.61,-0.04,0.53,-0.56,-0.62,1,0.87,0.98,0.67,0.95,-0.97,0.98,0.8,0.86,0.98,0.64,0.49,0.64,1,0.97,0.86,0.36,0.99,0.99,1,1,0.99,1,1,1,1,0.97,0.94,0.67,0.94,0.72,0.9,0.94,-0.8,0.99,0.95,0.93,0.99,-0.37,0.61,-0.31,-1,-0.58,-0.3,-1,0,0.95,0.9,-1,0.74,0.86,0.79,0.77,0.99,1,0.98,0.98,0,0.97,0.77,0.97,0.99,1,1,0.96,0.97,0.95,0.96,0.93,0.46,0.9,0.79,0.97,0.81,0.88,0.99,1,1,0.9,0.99,0.98,1,0.66,0.06,0.16,0.95,0.99,1,0.99,1,1,0.98,1,0.98,1,0.99,0.95,0.99,0.98,1,0.98,1,1,0.63,0.97,1,1,0.83,0.99,0.99,0.89,0.85
Q2,-0.99,0.8,0.52,0.94,0.78,0.95,0,-0.56,-0.98,0.79,0.45,0.57,-0.41,0.84,-0.81,-0.85,-1,0.79,-0.99,-0.11,0.51,0.99,0.96,-0.34,0.99,1,1,-0.79,0.99,0.98,1,0.91,1,0.99,0.94,0.97,0.9,0,0.75,1,1,0.99,0.97,1,1,1,1,1,-0.89,1,1,1,1,1,1,1,1,1,1,-0.76,1,1,1,1,0.99,1,1,1,0.98,1,-1,0.99,1,1,0.86,0.99,1,0.86,0.95,0.99,0.95,0,-0.99,0.74,1,1,0.92,1,1,-1,0.72,-0.65,-0.98,-1,-0.94,-0.98,-1,1,0.46,-1,-1,-0.99,-1,0.94,0.75,0.83,-0.17,0.94,-1,-0.71,-0.88,0.71,0.98,0.95,0.92,0.98,0.6,-0.99,0.88,0.69,0.98,1,1,0.12,0.99,1,0.91,0.98,1,0.99,0.92,-0.59,0.98,-1,0.82,0.98,0.96,1,0.87,0.95,1,0.92,0.94,1,0.8,0.98,0.49
Q20,-0.67,0.41,0.69,0.56,0.75,0.72,0.39,0.06,0.22,0.58,0.18,0.05,-0.75,0.82,-0.43,0.36,-0.91,0.92,-0.46,-0.01,-0.08,1,0.86,-0.68,0.99,0.99,0.99,-0.92,1,0.98,1,0.85,1,0.98,0.94,0.99,0.25,-0.71,0.86,1,0.95,1,0.94,0.99,1,1,0.97,1,-0.17,1,0.99,0.98,1,1,1,1,1,1,1,-0.27,1,1,1,1,0.99,0.99,1,1,0.98,1,-0.83,0.95,1,0.99,0.96,0.99,0.99,0.79,0.99,0.92,0.9,-0.99,0,0.74,0.99,0.96,0.8,1,1,-1,-0.55,-0.42,-0.96,-0.9,-0.94,-0.79,-0.93,1,0.12,-1,-1,-0.54,-0.92,0.82,0.01,0.76,-0.22,0.78,-0.98,-0.84,-0.91,0.63,0.99,0.97,0.75,0.99,0.33,-0.96,0.41,0.31,0.86,1,1,-0.16,0.97,1,0.52,0.84,0.99,0.98,0.9,0.11,0.96,-0.95,0.63,0.96,0.75,1,0.96,0.62,1,0.85,0.43,1,0.94,0.87,0.03
Q200,0.62,0.94,0.51,0.7,0.93,0.92,0.46,0.67,0.96,0.39,0.7,0.74,0.79,0.25,0.61,0.95,0.96,0.82,0.67,0.07,0.91,0.97,1,0.98,-0.03,-0.2,0.61,1,0.19,-0.72,0.18,-0.62,0.44,-0.74,0.53,0.99,0.54,0.96,0.62,0.94,-0.49,1,0.27,0.93,0.97,0.92,0.98,0.79,1,0.87,0.92,0.89,0.98,0.98,0.99,0.99,0.98,1,0.99,0.96,0.99,0.98,0.78,0.72,0.72,0.78,0.96,0.73,-0.4,0.87,0.86,0.69,0.96,-0.64,-0.14,-0.14,-0.96,-0.88,-0.57,-1,-1,0.74,0.74,0,0.64,0.78,0.37,0.66,0.98,0.91,0.95,0.93,0.01,0.83,0.65,0.5,0.95,1,0.99,0.95,0.89,0.9,0.95,0.98,0.79,0.84,0.82,0.89,-0.25,0.47,0.84,0.98,0.89,0.81,0.96,0.98,0.96,0.62,0.56,0.83,0.78,0.99,1,0.99,0.97,1,0.98,0.99,0.96,1,1,-0.17,0.98,0.91,0.99,0.99,0.94,0.99,0.87,0.95,1,0.99,0.97,0.93,0.94,0.98,0.61
Q201,1,0.64,1,0.96,1,0.99,0.98,1,1,1,1,1,1,1,1,1,1,1,1,0.97,0.99,0.31,0.86,0.84,0.92,0.73,0.66,1,0.96,0.76,0.86,0.86,0.94,0.87,0.98,0.98,1,1,0.97,0.98,0.95,0.97,0.91,0.98,0.99,0.6,0.96,0.76,1,0.99,0.87,0.86,1,0.95,0.97,0.76,1,0.98,0.73,0.98,0.57,0.8,0.83,0.84,0.39,0.84,0.55,0.2,-0.62,0.8,1,0.44,0.93,0.87,0.76,0.68,0.69,-0.07,0.71,0.81,0.74,1,0.99,0.64,0,-0.29,0.96,0.41,0.26,1,0.83,1,0.97,1,1,1,1,0.27,1,1,0.99,1,1,0.17,0.76,0.7,0.99,0.63,1,1,1,0.95,1,0.98,0.99,0.9,0.99,0.99,-0.3,0.95,0.9,0.68,0.91,1,0.93,0.63,0.61,0.65,0.21,0.88,0.64,1,0.74,1,0.98,0.91,0.31,0.37,0.6,0.95,0.86,0.99,1,0.99,1,0.99,0.95
Q202,1,0.28,0.76,0.88,0.98,0.88,0.87,0.93,1,0.84,0.99,0.98,0.94,0.63,1,1,1,1,0.99,0.99,1,0.53,0.82,-0.07,1,0.99,1,0.97,1,1,1,0.97,1,0.98,0.83,0.98,0.91,0.79,0.91,0.99,0.69,0.92,0.56,0.87,0.99,0.92,0.8,0.89,0.98,0.99,0.94,0.84,0.94,0.99,0.99,0.98,0.99,1,0.96,0.87,0.95,0.94,0.87,0.77,0.83,0.67,0.95,0.93,0.52,0.9,1,0.87,0.98,0.81,0.99,0.97,0.98,0.81,1,0.59,0.86,1,0.96,0.78,-0.29,0,1,1,0.94,1,0.75,1,0.82,0.97,1,1,1,0.63,1,0.95,1,0.98,0.99,0.36,0.78,0.79,0.97,-0.57,0.99,1,1,0.96,0.98,0.96,1,-0.29,0.99,0.99,0.48,0.98,-0.46,0.92,0.87,0.91,0.92,0.9,-0.43,1,0.61,0.52,0.23,1,0.04,0.99,0.88,0.84,0.92,0.97,0.81,0.28,0.98,0.77,0.81,0.66,0.99,0.9,0.73
Q203,0.98,0.99,0.94,0.98,0.86,0.99,0.95,0.93,0.99,0.86,0.84,0.96,0.67,0.97,0.92,0.99,0.98,0.99,0.94,0.45,0.99,0.99,0.94,1,0.81,0.49,0.43,0.99,0.49,0.09,0.65,0.63,0.65,0.93,0.97,0.93,0.98,0.89,0.21,1,0.99,0.99,0.89,1,1,0.99,1,0.99,1,0.99,0.96,0.99,1,1,1,1,1,1,1,1,1,0.98,1,1,1,0.99,0.98,0.99,0.17,1,0.97,0.86,0.98,0.98,0.9,0.71,0.94,0.83,0.81,0.63,0.79,0.92,0.8,0.37,0.96,1,0,-0.66,0.97,0.97,0.85,0.98,0.91,0.95,0.93,0.95,0.99,1,0.99,0.98,0.9,0.99,0.89,1,0.94,0.99,0.97,0.91,0.91,0.83,0.91,0.87,0.92,0.97,0.93,0.99,0.9,0.62,0.66,0.92,0.98,0.99,1,0.98,1,0.97,0.99,0.98,0.96,1,1,0.99,0.99,0.78,1,1,0.97,0.96,0.61,1,1,1,0.99,1,0.95,1,0.98
Q204,1,0.98,0.99,0.92,0.99,1,1,1,1,0.98,0.98,0.98,0.96,0.96,1,1,1,0.96,0.99,0.89,0.99,0.99,0.97,1,-0.84,-0.55,0.32,1,-0.45,-0.42,-0.76,0.15,-0.41,0.38,0.95,0.98,0.98,1,0.81,1,0.99,1,0.94,1,1,1,1,0.95,1,0.99,0.94,0.96,1,0.92,0.98,0.96,1,1,0.89,1,0.95,0.97,0.91,0.99,0.81,0.94,0.83,0.89,0.39,0.91,1,0.73,0.95,0.91,0.49,0.89,0.43,0.48,0.72,0.56,0.77,1,1,0.66,0.41,1,-0.66,0,0.3,1,0.97,1,0.93,1,0.99,1,1,1,0.99,0.97,0.98,1,0.99,0.96,0.97,1,0.98,0.97,1,0.96,0.95,0.98,0.99,0.96,0.98,1,0.91,0.84,0.27,0.94,0.97,0.96,0.98,1,0.99,0.99,1,0.92,0.83,1,1,1,1,0.99,1,1,0.97,0.88,0.87,1,1,0.99,1,1,0.96,1,0.96
Q205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,0.97,1,0.84,0.84,0.86,1,0.8,0.8,0.78,0.99,0.67,0.8,1,0.99,1,1,1,1,0.99,0.83,0.92,1,1,0.94,0.94,0.76,1,0.94,0.94,0.83,0.96,0.93,0.92,0.82,0.91,0.93,0.96,1,0.9,0.99,0.63,0.79,0.68,0.72,0.34,0.19,0.35,0.86,1,0.8,0.97,0.92,0.94,0.9,0.79,0.84,0.99,0.62,0.99,1,1,0.98,0.26,0.94,0.97,0.3,0,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,0.99,1,1,1,1,1,1,0.85,1,1,0.89,1,1,1,1,1,1,0.99,0.99,1,1,1,1,1,1,0.99,0.97,0.73,0.99,0.9,1,1,0.97,1,1,0.99
Q21,-0.94,0.89,0.81,1,0.91,0.96,0.06,-0.27,-0.78,0.92,0.73,0.57,0.09,0.99,-0.02,-0.58,-0.99,0.75,-0.91,0.73,0.69,1,0.98,-0.67,1,1,1,-0.27,0.99,1,1,0.98,1,1,0.99,0.94,0.99,0.25,0.95,1,1,1,1,1,1,1,1,1,-0.91,1,1,1,1,1,1,1,1,1,1,-0.88,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0.98,1,1,1,-1,-1,0.91,1,1,0.97,1,1,0,0.89,-0.6,-1,-1,-0.99,-0.97,-1,1,0.36,-1,-1,-0.87,-1,1,0.96,1,-0.06,0.99,-1,-0.77,-0.47,0.73,0.97,0.9,0.91,0.98,-0.36,-0.94,0.85,0.62,0.9,0.99,1,0.08,1,1,0.93,0.96,1,1,0.92,-0.03,0.97,-0.99,0.8,1,0.99,1,0.97,0.99,1,0.98,0.96,1,0.87,1,0.84
Q22,0.93,-0.12,0.43,0.72,0.91,0.45,0.44,-0.07,0.99,0.94,0.93,-0.78,0.88,0.6,0.63,0.57,0.9,0.96,0.84,0.51,0.44,0.82,0.52,-0.4,0.99,0.99,0.97,0.16,0.98,0.92,0.99,0.99,1,0.98,0.71,0.85,0,-0.83,0.98,0.98,0.96,0.98,0.88,0.92,1,0.96,0.98,0.99,0.58,0.99,0.85,0.97,0.99,0.99,0.99,0.99,1,1,0.99,0.82,0.88,1,0.99,0.99,0.98,0.93,1,1,0.78,0.99,0.85,0.94,1,0.99,1,0.99,1,0.99,1,0.99,0.98,0.72,-0.55,0.95,0.83,0.75,0.85,0.97,0.99,0.89,0,0.8,0.28,0.53,0.38,0.26,0.72,0.86,0.84,0.65,0.67,0.82,0.71,0.46,0.22,0.82,0.78,0.31,0.87,0.85,0.96,-0.57,0.8,0.8,0.87,0.85,0.25,0.73,-0.24,0.81,0.28,0.96,0.98,0.78,0.86,-0.03,0.2,0.15,0.94,0.85,0.38,0.87,0.96,0.87,0.79,0.21,0.06,0.94,0.83,0.48,0.98,0.82,0.49,0.93,0.66,0.41,0.27
Q23,-0.97,0.92,0.62,0.99,0.92,0.99,0.86,-0.07,0.25,0.94,0.69,0.69,-0.42,0.98,-0.17,0.9,-0.98,-0.03,-0.64,0.38,0.76,1,1,0.66,0.99,0.99,0.99,0.16,1,1,1,0.98,1,0.99,0.98,0.97,0.99,0.79,0.81,1,1,1,1,1,1,1,1,1,0.22,1,1,1,1,1,1,1,1,1,1,0.74,1,1,1,1,1,1,1,1,1,1,-0.78,1,1,1,0.95,1,1,0.96,0.99,0.99,0.98,-0.65,-0.42,0.93,1,1,0.98,1,1,-0.6,0.8,0,-0.2,-0.84,-0.18,-0.7,-0.91,0.99,0.74,-0.96,-0.93,0.23,0.31,0.99,0.94,0.99,0.64,1,-0.65,-1,-0.14,0.92,0.98,0.98,0.94,0.94,0.94,-0.9,0.99,0.86,0.99,0.99,1,0.84,1,1,0.97,1,1,0.99,0.99,0.37,0.99,-0.56,1,1,0.99,1,0.96,0.94,1,0.99,0.94,1,0.94,0.99,0.98
