,Q1,Q10,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q109,Q11,Q110,Q111,Q112,Q113,Q114,Q115,Q116,Q117,Q118,Q12,Q13,Q14,Q147,Q148,Q149,Q15,Q150,Q151,Q152,Q153,Q155,Q156,Q157,Q158,Q159,Q16,Q160,Q161,Q162,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q17,Q170,Q171,Q172,Q173,Q174,Q175,Q176,Q177,Q178,Q179,Q18,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q19,Q190,Q191,Q192,Q193,Q194,Q195,Q196,Q197,Q198,Q199,Q2,Q20,Q200,Q201,Q202,Q203,Q204,Q205,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q3,Q30,Q31,Q32,Q33,Q35,Q36,Q37,Q38,Q39,Q4,Q40,Q41,Q42,Q44,Q46,Q48,Q49,Q5,Q56,Q58,Q59,Q62,Q63,Q67,Q69,Q7,Q71,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q8,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q89,Q9,Q90,Q92,Q98,Q99
Q201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,0.98,0.85,1,1,0.99,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,0.58,0.98,1,0.68,0.35,0.92,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Q202,1,0.96,1,1,1,0.99,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,0.93,0.69,0.77,1,1,1,1,1,1,1,1,1,1,0.97,1,1,1,1,1,0.92,1,1,1,1,1,1,0.99,1,0.88,1,1,0.98,1,1,0.9,1,0.84,1,1,1,1,0.99,1,0.64,1,1,1,-0.35,0.84,1,0.58,0.54,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.91,1,1,1,1,1,0.98,1,1,1,0.96,1,1,1,1,1,1,1,0.94,1,1,0.92,1,1,1,1,1,1,1,1,0.98,1,1,0.67,-0.28,1,1,1,1,1,1,1
Q203,1,1,1,1,1,1,1,1,1,1,1,0.98,0.47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.9,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Q204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,0.9,0.93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,0.93,1,1,1,1,1,1,0.85,1,1,0.38,1,1,1,0.81,0.99,1,0.97,0.95,0.85,0.89,1,1,1,1,1,1,1,1,1,1,1,0.9,0,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Q205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,0.89,0.98,1,1,0.99,0.93,1,1,1,1,1,1,1,1,1,1,0.97,1,1,0.98,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Q21,1,1,1,1,1,0.99,1,1,0.98,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,0.91,1,1,1,0.93,1,1,1,1,1,1,1,1,1,0.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.78,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0,0.97,1,0.94,0.88,0.45,1,-0.62,1,0.89,0.03,0.76,0.99,0.98,1,1,1,0.98,1,0.96,0.75,0.97,0.94,1,1,1,1,0.98,0.96,1,1,1,1,1,0.97,1,1,1,0.99,1,1,1,1,0.98,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1
Q22,1,0.81,1,1,1,0.57,1,1,1,1,1,0.12,1,1,1,1,1,1,1,1,1,0.7,0.47,0.72,1,1,1,0.99,1,1,1,1,1,1,1,1,1,0.65,1,1,1,1,1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,1,1,0.84,1,1,1,1,1,1,1,1,0.55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97,1,1,1,0.97,0,1,1,0.85,0.97,1,0.97,0.99,1,1,1,1,1,1,0.85,-0.03,1,0.94,1,1,1,-0.56,1,1,1,0.97,1,1,1,1,1,1,1,-0.95,1,0.95,0.61,0.94,1,1,0.99,1,0.88,1,0.98,0.97,1,1,0.46,0.48,1,1,0.94,1,1,1,1
Q23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.99,1,0.98,1,1,1,1,1,1,1,0.8,0.79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Q24,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.94,1,1,0,1,1,1,0.92,1,0.95,0.98,1,0.99,1,1,1,1,0.85,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1
Q25,1,1,1,1,1,0.86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.87,1,1,1,1,1,0.95,1,1,1,1,1,1,1,0.74,1,1,1,1,1,1,1,1,1,1,0.93,1,1,1,1,1,1,1,1,1,1,0.94,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97,1,1,1,1,1,1,0.88,0.85,1,1,0,0.92,0.66,0.99,1,0.99,1,1,1,1,1,0.98,0.99,1,0.96,1,0.98,0.99,0.7,1,1,1,1,0.76,1,1,1,1,1,1,0.77,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,0.86,1,1,1,0.96,1,1,1,1
Q26,1,1,1,1,1,0.99,1,1,0.97,1,1,0.99,1,1,1,1,0.99,1,1,1,1,1,1,0.92,1,1,1,0.96,1,1,1,1,1,1,1,1,1,0.57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.45,0.97,1,1,0.92,0,1,0.58,1,0.95,0.79,1,0.59,0.89,1,0.99,1,0.97,1,1,0.99,0.97,0.86,1,1,1,1,0.98,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Q27,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.66,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Q28,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.64,1,1,1,0.95,1,1,1,1,1,1,1,1,1,0.74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,1,1,1,1,1,1,1,1,1,1,0.98,1,1,1,1,1,1,1,1,1,1,1,0.73,1,1,1,0.99,1,1,-0.62,0.97,1,0.92,0.99,0.58,1,0,1,0.96,0.69,0.97,0.98,1,1,1,1,1,1,0.99,0.87,1,0.83,1,1,0.95,1,0.99,0.94,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,0.96,0.99,1,1,1,1,1,1,1,1,0.98,1,1,1,1
Q3,1,0.99,1,1,1,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,1,0.93,1,1,1,1,1,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,1,1,1,1,1,1,1,1,1,1,0.79,1,1,1,1,1,1,1,1,0.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.21,1,1,1,0.96,1,1,1,0.96,1,1,1,1,1,1,1,0.99,1,1,1,1,0.99,1,0.98,1,0.88,1,1,1,0.95,0.93,0.96,0.97,1,1,0.9,1,1,1,1
Q30,1,1,1,1,1,0.57,1,1,0.95,0.92,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,0.95,0.96,1,1,1,1,1,1,0.89,1,0.99,0.95,0.99,0.95,1,0.96,1,0,0.71,1,1,0.98,1,1,1,0.83,1,0.98,0.97,0.98,1,1,1,1,1,0.98,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1
