#OTUID	Q1	Q10	Q100	Q101	Q102	Q103	Q104	Q105	Q106	Q107	Q109	Q11	Q110	Q111	Q112	Q113	Q114	Q115	Q116	Q117	Q118	Q12	Q13	Q14	Q147	Q148	Q149	Q15	Q150	Q151	Q152	Q153	Q155	Q156	Q157	Q158	Q159	Q16	Q160	Q161	Q162	Q163	Q164	Q165	Q166	Q167	Q168	Q169	Q17	Q170	Q171	Q172	Q173	Q174	Q175	Q176	Q177	Q178	Q179	Q18	Q180	Q181	Q182	Q183	Q184	Q185	Q186	Q187	Q188	Q189	Q19	Q190	Q191	Q192	Q193	Q194	Q195	Q196	Q197	Q198	Q199	Q2	Q20	Q200	Q201	Q202	Q203	Q204	Q205	Q21	Q22	Q23	Q24	Q25	Q26	Q27	Q28	Q3	Q30	Q31	Q32	Q33	Q35	Q36	Q37	Q38	Q39	Q4	Q40	Q41	Q42	Q44	Q46	Q48	Q49	Q5	Q56	Q58	Q59	Q62	Q63	Q67	Q69	Q7	Q71	Q73	Q74	Q75	Q76	Q77	Q78	Q79	Q8	Q80	Q81	Q82	Q83	Q84	Q85	Q86	Q87	Q89	Q9	Q90	Q92	Q98	Q99
ASV_31	74	66	342	591	112	1826	3763	193	271	287	265	167	217	289	39	16	32	13	43	22	17	39	24	136	211	31	72	31	71	247	25	610	122	338	473	12	224	45	96	203	5851	100	238	572	150	4236	980	158	36	211	85	455	140	6	5	23	5	32	5	132	3	84	415	393	81	143	22	50	2535	277	51	247	74	375	344	442	256	694	124	605	1223	174	39	1031	79	247	321	156	34	27	23	46	86	30	78	44	47	19	16	87	25	44	177	60	194	119	35	249	55	19	24	177	21	0	21	131	10	116	10	50	8	0	5	111	27	4	32	7	52	5	32	33	44	72	14	45	3	11	101	52	1	12	374	10	9	77	248
ASV_21	10	8	38	19	12	101	76	40	49	8	27	6	17	12	21	5	10	48	7	8	1	36	5	12	1356	925	1713	2	773	2651	388	309	965	506	23	8	29	3	29	15	369	41	238	521	416	1134	2471	1095	1	234	52	176	35	24	5	114	8	36	118	4	9	62	617	755	458	2702	1592	120	2219	217	1	255	593	311	286	103	923	467	134	468	641	2	5	479	142	79	348	593	423	2	2	2	8	5	1	1	3	5	0	12	4	1	4	31	13	27	1	46	6	45	10	32	5	9	0	7	0	11	28	0	0	3	11	2	10	10	12	11	91	1	9	10	6	4	4	26	5	20	35	14	18	6	26	28	7	7	19
ASV_30	158	56	247	95	136	758	2469	679	3103	95	107	96	352	37	233	124	849	14	182	13	24	20	13	178	94	12	62	12	24	66	22	130	36	28	86	19	113	37	22	24	112	20	119	319	28	35	73	19	709	136	53	9	23	2	1	74	2	4	19	3454	0	8	69	22	10	31	6	13	88	25	673	32	345	18	34	6	64	59	14	64	50	844	86	83	21	30	24	24	10	149	18	197	401	410	173	156	332	10	19	493	66	623	1479	42	43	81	35	114	228	63	20	176	0	12	1	42	7	87	5	7	2	0	4	93	26	3	12	3	12	0	6	88	13	291	215	44	6	17	69	20	2	39	107	19	51	14	419
ASV_35	21	276	27	367	34	646	81	164	88	104	142	56	684	123	31	14	26	9	24	18	11	53	41	134	43	13	100	33	37	62	41	717	82	129	134	33	205	28	17	442	442	56	290	167	123	84	263	128	36	173	54	15	56	19	46	87	45	43	93	36	33	126	853	135	48	91	172	73	1267	5285	120	2926	246	62	76	77	46	978	77	204	206	68	44	239	117	154	328	596	101	19	31	8	64	21	77	13	84	20	68	140	19	69	41	183	249	391	69	134	23	22	65	104	3	2	3	42	26	97	46	7	14	2	21	140	1	1	9	21	100	10	18	9	16	2	92	22	24	13	20	88	6	56	18	30	42	26	33
ASV_27	35	162	51	1089	63	2178	52	226	38	12	56	55	84	16	28	27	28	20	21	21	93	76	46	100	30	40	286	5	253	100	89	334	120	58	43	14	45	44	52	56	172	111	378	19	22	42	296	92	7	31	10	77	10	12	25	24	26	9	26	40	47	27	29	116	15	60	57	24	835	1039	21	3956	135	40	89	37	24	394	156	303	260	96	73	230	273	213	128	300	156	23	65	21	123	19	49	7	15	11	22	170	94	16	214	253	197	588	83	219	39	66	22	255	10	9	17	58	2	32	84	24	13	1	17	197	51	4	19	53	211	31	85	64	12	9	18	10	39	65	103	136	2	50	12	32	73	103	718
ASV_18	176	29	221	42	43	323	1747	186	591	31	61	61	39	53	16	9	56	2	14	4	2	30	7	70	40	9	28	6	27	62	11	45	24	11	60	3	76	17	14	20	209	7	64	74	15	27	145	2	75	9	26	1	9	1	0	1	1	0	3	59	0	0	69	2	21	163	63	60	11785	133	88	282	196	121	127	148	100	242	114	236	299	38	5	403	54	139	205	118	38	4	32	27	43	17	27	39	54	6	1	41	10	60	117	27	28	74	6	35	27	35	2	33	0	0	1	54	0	14	9	3	8	0	3	53	2	7	28	0	9	6	9	1	10	8	12	0	4	10	48	1	3	20	24	9	7	4	91
ASV_54	5	28	558	261	16	1238	1283	30	131	32	26	37	54	39	14	3	4	7	4	7	1	33	17	97	18	10	16	15	7	18	16	54	17	50	148	6	268	39	6	82	1328	13	436	2140	80	268	1834	129	47	293	83	134	105	4	5	17	15	4	8	64	3	17	371	134	72	797	59	11	217	42	10	73	52	121	41	17	35	144	11	82	120	45	48	226	14	218	30	25	12	3	43	5	85	13	5	22	5	19	6	37	6	106	11	43	65	78	1	234	20	37	4	83	14	5	14	153	1	5	2	1	14	0	13	58	23	4	39	2	46	17	47	2	28	3	156	75	20	8	8	53	0	34	613	4	6	26	260
ASV_39	17	16	51	110	86	208	69	142	157	52	88	26	32	29	4	12	36	9	16	17	9	19	15	25	1065	491	286	3	142	825	163	1011	409	286	19	6	104	13	21	4	354	0	12	89	16	26	10	247	9	9	70	7	15	0	0	1	4	4	5	11	0	3	9	41	10	35	13	29	2904	143	6	68	119	315	370	755	676	418	363	275	494	30	15	877	39	54	219	240	25	3	1	7	30	5	5	17	11	0	12	16	2	8	23	4	18	26	4	28	8	16	16	39	0	7	0	19	11	10	0	17	0	4	1	55	1	6	10	17	15	1	12	15	16	19	4	2	1	10	23	10	15	14	52	8	6	2	73
ASV_55	2	2	552	30	25	3687	5096	39	178	243	104	0	401	9	13	16	18	138	11	3	11	3	0	9	70	23	35	0	17	57	16	113	33	20	44	7	42	0	18	15	171	3	24	2990	23	50	26	6	45	19	11	7	7	0	3	1	1	0	1	29	2	13	20	9	1	1	0	1	6	0	7	2	1	1	1	3	0	54	0	36	20	32	0	3	0	33	4	3	2	0	0	1	0	5	0	0	1	0	0	9	0	12	6	13	0	17	0	19	0	1	0	1	6	0	1	4	0	0	1	0	3	0	0	16	0	1	1	2	43	1	0	0	0	0	0	0	2	0	25	0	0	4	40	7	3	10	34
ASV_53	454	38	50	98	92	578	257	182	845	42	463	87	1012	28	117	22	721	64	139	37	17	17	8	77	126	11	88	22	38	61	37	154	52	34	39	20	51	40	56	2	52	0	40	4	2	15	3	1	270	2	0	5	1	0	0	1	0	0	1	340	0	0	6	1	4	10	6	4	30	6	846	18	13	4	18	2	42	100	15	132	134	322	56	115	15	12	142	30	32	51	17	481	145	173	190	62	172	9	11	551	114	245	370	15	23	33	36	98	143	174	85	132	18	6	16	29	45	165	0	24	3	0	2	206	0	0	3	8	19	4	6	89	24	275	8	4	29	1	30	4	0	8	90	7	24	3	133
ASV_37	194	24	31	6	3	60	35	67	1959	5	28	25	51	0	5	7	214	1	120	0	6	14	10	42	15	6	14	8	2	15	9	24	9	7	4	2	8	13	3	0	6	0	2	4	0	0	0	1	44	1	0	0	0	0	0	0	0	0	0	114	0	0	0	0	1	1	0	0	3	0	497	0	4	0	1	0	1	1	0	0	11	643	28	2	0	0	3	1	0	52	7	187	48	75	57	33	278	3	28	595	40	5350	748	15	23	23	24	40	71	69	4	42	1	0	0	14	4	143	0	0	0	0	1	38	1	1	6	1	4	1	2	6	12	830	2	2	0	0	7	7	0	2	34	4	1	1	11
ASV_71	83	63	42	68	37	250	255	75	101	91	9	37	14	122	32	0	16	16	8	23	1	91	77	35	179	151	275	1	179	486	112	134	202	29	119	81	159	25	166	95	279	88	331	47	102	65	27	36	23	424	96	38	3	3	6	15	16	19	5	29	2	41	104	55	9	45	70	67	597	23	27	377	1564	102	149	161	36	99	293	167	246	39	11	106	152	60	343	181	53	12	21	15	33	16	6	27	27	29	0	57	24	10	19	31	29	53	8	242	32	35	14	40	35	5	0	56	12	9	22	0	0	30	54	125	14	31	19	2	95	4	22	10	84	14	25	9	34	50	77	19	9	4	93	13	7	3	86
ASV_50	7	15	28	32	4	52	34	79	24	3	8	18	17	17	2	0	6	8	5	2	23	17	49	72	191	512	236	4	49	518	111	685	185	141	63	1	112	7	14	25	397	22	39	137	46	4583	113	15	4	42	5	231	15	1	1	7	5	5	0	3	1	79	44	20	1	17	3	5	63	8	11	244	21	247	36	13	27	16	50	191	160	6	9	177	71	12	95	146	60	5	6	8	3	3	3	0	3	13	2	5	10	7	2	0	177	43	0	82	3	15	0	78	8	0	5	12	1	0	15	0	0	6	1	4	13	14	28	10	0	2	5	1	19	2	5	12	12	186	4	35	0	1	55	2	0	0	9
ASV_59	15	45	31	22	66	56	245	46	78	46	48	96	60	23	10	3	9	3	10	8	38	31	9	74	56	29	40	12	21	78	19	81	53	22	31	5	52	20	12	39	238	13	178	636	324	314	48	57	8	161	28	20	24	5	3	22	8	22	10	34	7	21	1706	63	13	11	13	189	376	524	20	39	29	237	48	77	39	560	764	171	187	27	11	329	116	74	191	103	23	11	11	9	30	4	19	10	6	5	16	30	21	6	24	113	39	169	13	46	18	12	12	130	22	2	7	14	5	9	6	15	6	4	3	34	1	7	18	32	45	3	21	5	11	10	11	34	21	38	97	50	6	15	45	27	14	3	18
ASV_49	3	9	193	7	6	488	427	14	11	3	2	3	14	34	3	1	3	2	4	1	1	3	3	9	13	2	12	8	6	19	10	31	10	12	341	2	922	46	2	66	2894	15	57	2906	39	131	166	87	1	39	84	27	17	1	1	6	1	1	1	27	0	24	520	145	0	0	0	0	13	4	0	1	0	4	0	5	2	0	0	1	10	10	1	3	0	6	1	6	0	1	0	2	0	5	0	6	0	0	0	11	0	8	0	17	57	14	0	16	0	4	0	61	1	0	2	9	0	0	2	0	6	0	0	2	4	0	6	2	4	0	3	0	2	0	0	0	0	2	10	18	0	0	141	1	1	6	265
ASV_66	42	30	102	175	63	23	47	89	40	36	43	61	96	113	110	43	140	123	98	58	113	37	32	117	156	72	116	20	140	59	69	56	70	74	142	104	106	31	64	130	76	96	162	96	122	43	91	85	53	78	105	112	170	60	50	133	210	79	66	52	48	64	139	74	33	66	49	49	4	6	40	3	4	79	93	44	31	18	29	40	31	40	11	35	18	8	21	21	47	23	39	41	24	20	72	55	45	32	64	92	31	78	92	54	24	39	31	39	46	70	39	35	104	106	97	25	81	88	102	76	103	59	70	43	101	50	43	84	51	26	95	71	19	125	17	92	40	51	78	86	70	228	50	137	287	107	84
ASV_60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	24	17	723	2171	178	23	585	0	27	71	33	16	11	17	17	30	98	73	0	19	28	256	31	18	11	19	12	692	27	0	4246	472	38	18	26	16	20	23	15	19	0	0	25	26	26	17	35	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_41	1	1	1	0	1	0	11	1	0	0	0	1	0	1	2	0	1	0	2	3	0	9	1	0	0	3	72	0	38	289	13	2	1	3	17	11	7	0	3	14	41	18	26	249	73	438	247	522	5	340	95	13	28	6	18	55	36	32	6	3	27	13	117	91	19	260	404	141	5279	97	0	57	117	241	43	44	38	64	50	29	26	0	0	34	38	29	65	42	69	0	4	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	3	0	0	1	0	0	0	0	1	1	0	1	0	0	0	3	1	1	1	2	0	2	0	0	0	6	1	1	0	1	1	9	0	0	0	0	3	1	1	0
ASV_92	14	15	141	37	34	320	815	102	183	18	50	11	41	14	18	0	30	7	9	6	4	4	12	29	33	12	19	7	22	43	12	36	31	14	45	7	196	29	7	12	247	25	347	1035	659	630	428	105	70	336	65	101	94	11	5	32	3	11	10	86	15	8	585	237	6	156	52	16	385	8	13	48	7	59	11	17	15	37	10	34	45	42	7	48	8	44	38	16	9	5	26	17	9	16	30	4	9	2	2	14	4	10	59	28	7	25	5	32	10	7	7	26	1	0	1	16	0	4	9	0	8	0	3	50	10	9	7	3	2	0	3	5	11	21	7	14	1	10	35	22	0	13	33	25	4	6	160
ASV_107	99	28	108	77	41	368	200	88	248	29	64	66	90	28	24	7	70	17	40	19	9	18	17	34	150	78	133	7	87	319	106	199	130	42	101	6	38	23	41	30	37	64	114	91	115	169	106	61	19	118	15	63	60	0	2	0	1	6	8	91	2	28	144	23	16	64	8	36	191	24	106	142	129	40	17	19	33	71	213	120	122	132	32	155	40	60	211	129	11	18	11	156	82	19	22	19	29	18	5	152	42	91	141	40	32	58	39	51	48	155	18	38	7	6	33	31	1	27	5	0	5	3	25	140	12	1	7	7	8	3	19	43	4	59	10	10	8	40	101	47	6	45	59	15	3	3	44
ASV_61	2	6	0	3	3	1	1	12	8	1	3	50	1	0	0	1	19	4	14	1	2	0	0	160	70	19	24	0	0	0	10	11	210	1	5	0	21	0	5	6	51	46	2334	33	460	25	497	736	0	931	8	70	245	75	86	9	20	99	92	0	22	11	27	23	30	1012	22	9	10	18	1	8	313	3	31	9	1	39	9	11	16	3	0	12	8	21	21	5	7	2	1	1	0	1	0	0	0	0	1	0	3	16	1	0	0	1	0	2	3	0	0	12	0	1	0	1	1	0	0	3	1	0	10	1	1	0	0	0	1	3	5	0	0	0	0	0	0	0	203	30	2	2	0	1	2	1	25
ASV_103	10	5	33	70	16	121	45	100	92	21	27	20	19	27	29	2	12	12	14	20	21	41	0	17	355	538	500	1	315	866	150	562	263	278	37	16	45	8	27	25	203	1	645	17	12	11	9	1	25	5	4	1	5	3	0	1	1	0	1	20	0	0	8	3	1	3	10	6	66	8	8	23	13	132	235	20	171	198	148	104	267	7	7	350	7	18	75	148	18	2	3	20	0	4	3	16	6	0	14	6	7	15	22	2	5	3	7	5	14	17	1	5	5	2	0	8	0	0	0	8	0	0	0	14	3	0	1	10	4	2	2	0	4	17	2	1	5	3	2	0	0	6	18	0	5	4	7
ASV_76	2	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	1	0	4	0	0	0	2	0	0	1	0	1	0	1	0	0	7	132	9	32	122	202	184	46	42	0	30	4	14	10	0	3	34	5	0	1	0	0	2413	138	58	5	23	7	21	2389	19	1	46	1007	314	37	20	18	54	21	38	50	5	0	78	10	18	22	39	9	0	0	1	0	0	0	0	0	23	0	0	0	1	2	0	14	1	0	0	0	0	0	1	0	0	0	3	0	0	4	0	0	1	0	2	0	17	2	0	2	0	0	0	0	0	0	0	0	13	1	0	0	0	2	0	0	0	0
ASV_64	2	7	2	19	1	4	3	38	2	0	2	0	4	0	0	2	0	1	1	5	1	8	0	17	3	1	2	0	31	131	9	2	7	2	0	2	1	2	0	11	7	43	13	19	64	48	5	54	0	7	4	171	47	1	4	17	3	3	0	0	0	3	116	6	14	34	34	113	825	896	0	1052	2774	69	45	24	36	83	38	50	49	0	0	45	47	39	77	77	27	0	8	0	0	1	0	1	1	0	1	0	0	2	4	29	35	27	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	30	8	0	0	0	1	0	3	0	1	1	2
ASV_101	211	12	213	11	11	277	612	837	192	4	49	46	47	2	118	1	368	123	66	2	2	9	4	10	98	6	25	2	15	33	16	137	38	15	7	4	9	13	5	1	2	0	10	3	9	2	3	3	17	1	0	1	12	0	0	0	0	1	32	48	0	0	3	0	0	6	2	2	41	6	82	12	8	4	6	6	3	20	43	47	41	102	14	444	7	6	31	20	4	13	4	724	211	23	98	45	105	0	2	82	25	223	59	20	3	16	14	31	83	307	18	10	17	0	11	12	4	91	0	0	0	0	0	33	1	0	2	3	5	0	0	166	3	33	3	0	3	2	1	3	2	3	11	2	5	1	14
ASV_73	151	6	1	0	9	1	5	15	88	1	0	12	17	1	17	1	376	49	1	3	36	4	20	19	5	1	11	70	7	1	5	15	4	0	5	0	124	17	1	0	8	0	80	2	0	0	0	1	10	1	0	0	0	1	1	0	0	0	5	6	0	0	0	1	6	23	5	10	8	31	86	9	40	10	2331	13	6	595	7	12	15	573	57	12	8	7	15	10	6	36	2	118	8	6	36	5	110	3	112	98	110	69	10	4	1	7	2	2	18	134	149	51	1	1	4	5	3	51	6	16	1	6	4	45	2	9	17	0	1	6	106	2	9	715	9	12	0	2	2	2	0	2	6	0	1	3	0
ASV_144	195	19	68	31	64	148	274	45	266	40	133	11	77	30	13	3	31	0	52	9	2	5	12	8	125	5	26	4	9	75	5	43	11	28	61	3	102	5	3	20	195	24	39	287	128	119	125	25	7	201	5	14	15	6	1	9	2	2	7	17	0	7	91	157	24	80	15	15	123	64	41	62	175	60	17	14	39	60	8	125	304	82	9	480	8	62	73	30	16	10	4	54	18	5	16	10	12	1	2	30	11	226	48	28	10	21	11	39	53	18	22	22	0	0	0	14	0	50	0	10	0	4	16	19	4	1	21	1	11	1	4	145	8	34	4	5	1	6	19	45	5	36	43	54	93	10	93
ASV_120	1	3	3	10	21	2	3	21	94	0	2	8	4	4	11	4	18	2	10	4	0	17	17	13	46	3	23	1	23	46	17	9	38	37	97	7	69	0	19	45	150	87	28	57	86	376	129	70	23	1450	104	98	14	0	27	100	6	16	2	7	8	65	78	33	3	14	4	144	1661	41	4	29	97	80	83	46	16	97	22	50	91	0	0	112	22	11	42	28	7	0	0	0	23	1	1	1	1	7	0	2	7	4	5	29	30	15	2	7	0	2	1	41	0	0	5	2	0	4	0	1	4	5	0	3	3	7	6	0	9	4	15	3	8	0	6	13	5	16	9	1	0	0	6	0	2	3	14
ASV_102	0	3	2	17	2	4	3	3	8	2	3	3	1	15	2	1	1	6	1	1	3	5	1	8	296	70	111	2	3	102	13	26	124	39	42	4	73	0	5	12	300	25	21	291	284	502	147	87	1	703	48	51	9	2	0	6	10	16	3	1	2	3	169	157	17	21	15	197	1342	37	0	47	19	259	97	20	28	185	17	111	83	1	0	140	14	10	31	71	86	0	1	0	0	1	2	1	0	0	0	1	0	2	0	7	0	0	0	11	0	0	1	2	0	0	0	2	0	0	0	0	0	0	5	2	2	0	0	1	14	0	1	0	0	0	1	1	1	10	2	3	1	1	10	3	0	0	3
ASV_118	4	43	33	485	25	103	77	35	90	41	128	59	49	5	2	1	12	1	2	9	1	19	4	8	10	2	16	7	3	13	8	60	3	2	31	0	221	17	14	29	418	28	546	220	44	329	179	127	10	181	37	52	532	2	3	3	23	9	1	3	0	11	60	88	14	29	4	316	82	10	7	87	67	30	130	52	43	28	14	174	117	12	16	155	51	48	75	22	1	3	3	17	21	7	6	8	7	10	0	20	7	5	33	8	60	22	0	38	16	5	14	31	6	2	6	18	1	6	0	5	0	0	3	28	26	1	8	2	6	2	2	5	6	7	6	24	0	1	7	16	0	3	9	1	10	15	3
ASV_148	1	12	1	0	11	34	0	9	9	3	2	9	1	11	0	0	9	0	0	0	0	4	17	20	0	1	15	4	1	15	0	7	0	0	7	15	47	5	0	3	17	61	589	83	94	176	0	237	1	286	45	26	44	6	7	7	5	28	7	0	0	1	244	107	3	15	178	35	298	120	1	1074	1675	63	4	2	13	14	1	3	9	1	0	16	5	32	92	5	104	4	2	8	0	2	2	2	2	4	2	5	0	4	0	2	5	12	0	24	1	2	0	200	0	0	0	5	0	2	0	0	0	0	2	7	2	4	3	6	1	1	6	0	4	0	2	6	4	17	23	4	1	10	20	32	0	0	17
ASV_200	0	3	126	1	5	538	51	7	13	0	26	0	4	1	3	0	0	2	1	0	1	4	4	1	0	5	28	0	1	13	4	3	3	2	12	16	54	1	0	13	410	14	28	541	139	543	2283	131	0	24	42	154	12	1	3	77	5	2	1	5	0	15	36	195	72	21	3	0	30	133	2	2	3	32	0	10	5	2	4	2	41	15	0	10	2	11	1	9	0	4	0	0	8	3	0	3	0	6	1	0	1	1	2	3	61	1	5	14	0	1	4	3	0	0	0	48	0	7	0	0	4	0	4	0	3	0	4	0	1	6	24	1	0	0	0	11	0	0	4	8	0	2	23	1	0	0	10
ASV_74	2	2	1	1	1	57	0	11	2	0	3	2	1	0	1	0	4	0	2	2	0	2	6	0	1	0	0	0	1	0	1	5	0	1	1	0	1	8	0	12	80	11	32	1531	436	568	69	101	1	67	11	11	15	1	1	3	9	16	2	8	0	5	123	37	2	321	3	127	1809	15	0	98	33	22	16	21	18	60	38	36	45	3	0	83	21	29	30	33	5	1	1	4	0	0	3	0	3	3	0	1	2	3	1	3	2	3	6	1	0	0	0	4	0	0	0	8	0	0	0	0	0	0	2	2	0	1	2	0	7	0	0	1	1	1	0	1	3	1	3	0	6	0	13	5	0	0	4
ASV_162	1	7	9	23	7	732	41	28	26	6	3	25	7	11	3	0	3	4	4	1	2	14	6	1	325	40	291	1	35	97	191	191	321	10	15	12	57	2	14	3	292	1	342	875	17	25	27	7	17	77	2	7	12	2	0	2	4	0	5	2	2	3	248	9	3	152	5	2	29	3	4	19	217	36	19	23	89	238	10	53	117	4	2	40	14	8	94	88	65	3	12	3	5	4	13	7	2	2	3	0	5	1	2	1	0	2	0	20	28	10	2	11	0	0	5	4	0	1	0	2	0	0	1	25	5	28	3	0	8	3	2	0	10	4	4	2	4	7	14	1	1	4	11	1	5	2	11
ASV_165	0	3	2	0	0	7	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	4	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	5	10	0	15	12	6	28	18	0	3	1	6	68	10	4	79	1	4	3	0	2	7	6	24	22	15	20	11	243	2943	0	59	1714	21	16	25	11	14	19	19	16	0	0	28	15	27	28	22	17	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	1	0	7	0	1	0	0	1	0	4	3	0	0	0	0	0	0	0	8	8	6	1	17	1	0	0	2
ASV_86	113	9	6	5	3	20	24	27	435	1	7	19	20	1	2	2	137	0	77	3	2	8	3	13	13	1	5	4	3	10	2	12	4	0	4	0	2	3	1	0	0	1	0	1	1	0	0	0	25	1	0	0	0	0	0	1	0	0	0	62	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	4	5	357	15	0	0	0	1	1	1	25	3	128	34	28	31	11	171	4	22	399	31	1682	500	12	4	13	12	14	23	52	7	30	0	0	0	8	3	57	0	0	0	0	0	14	0	2	2	0	1	0	0	7	10	629	0	1	0	1	4	1	0	3	29	1	1	1	6
ASV_178	4	4	15	3	6	32	20	15	15	2	7	14	6	3	1	2	6	7	4	3	2	11	6	7	701	114	1523	0	16	511	238	93	460	5	3	2	24	3	3	0	12	0	0	6	1	0	0	0	25	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0	2	6	3	5	71	10	0	21	88	29	10	16	25	36	43	5	14	3	1	344	4	4	218	174	17	2	13	0	17	0	2	1	13	1	1	23	1	2	2	0	0	3	2	15	3	5	0	3	25	1	0	7	8	2	0	0	0	0	8	42	44	6	0	10	0	0	2	72	13	11	3	1	4	10	5	1	0	0	15	3	0	3	5
ASV_135	0	0	14	48	0	6	118	1	18	42	13	2	4	14	0	0	0	0	8	0	0	12	15	2	4	0	4	2	0	0	1	7	3	3	68	0	274	4	1	7	364	9	29	1263	614	138	72	174	0	102	11	6	71	2	2	0	3	5	3	3	0	10	266	904	35	1	1	12	54	3	11	2	7	43	2	2	3	10	5	7	6	2	1	15	14	74	11	40	1	0	0	1	3	0	1	2	1	6	1	0	1	2	4	2	2	9	4	109	1	3	0	0	2	0	0	25	0	1	0	0	18	0	2	1	16	6	10	0	5	3	10	1	12	0	0	9	1	8	11	2	1	1	31	3	0	26	2
ASV_70	0	5	4	170	4	348	0	3	2	2	2	0	4	1	3	4	0	2	0	0	5	0	0	7	2	0	4	0	3	1	3	23	2	2	7	1	3	4	0	8	1	25	0	36	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	30	45	12	9	33	8	19	3888	2	17	25	20	40	15	23	42	15	32	13	0	0	18	70	32	19	19	16	0	9	0	0	0	0	2	0	0	1	0	2	0	0	26	0	0	0	0	0	0	0	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	2	9	0	0	0	3	0	2	3	58	3
ASV_158	1	7	28	32	2	128	111	61	8	4	6	17	12	80	6	5	2	9	4	3	5	19	30	19	122	102	191	5	508	560	168	23	125	133	62	49	54	5	39	71	66	2	7	36	9	7	5	5	22	26	29	0	0	0	5	13	14	1	0	7	12	0	3	12	3	5	9	9	928	15	11	54	56	85	54	8	6	12	9	59	76	4	0	72	24	22	95	113	85	3	15	3	1	4	7	0	3	6	2	4	5	3	0	12	24	13	0	22	6	9	2	23	1	1	0	11	0	2	0	0	1	4	10	5	6	18	4	3	21	2	10	0	3	1	9	3	6	21	22	1	4	3	16	7	6	8	3
ASV_153	1	433	0	0	0	1	0	0	0	0	0	63	0	0	0	0	0	0	24	0	0	64	0	13	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	2	0	3	0	2	1	2	1	7	0	5	3	1	0	414	0	1	13	6	1	0	2	4	1	2	2	213	6	1	2	6	2	0	0	0	0	1347	0	3	0	3	0	1	0	316	3	22	0	0	0	0	1	10	0	91	59	44	1529	66	122	1	95	0	72	0	4	1	0	1	2	1	2	0	0	0	0
ASV_128	14	16	12	9	13	65	17	81	270	30	43	8	50	4	96	2	40	3	6	3	2	3	7	55	26	6	3	4	2	8	10	33	5	6	12	1	1	10	18	0	3	0	3	19	3	4	0	0	19	17	0	0	0	0	0	0	3	0	0	50	0	0	0	0	1	8	4	1	53	3	109	15	14	2	36	10	131	370	16	144	107	45	6	141	8	7	9	7	8	6	3	35	50	29	39	13	79	1	4	86	5	219	1422	1	7	6	52	13	59	10	8	37	0	0	1	12	0	104	0	7	0	0	0	21	0	0	3	4	5	1	0	49	2	244	6	0	2	0	0	2	0	0	12	0	1	1	5
ASV_126	0	1	190	48	2	40	233	4	4	42	1	0	0	2	3	0	1	16	1	7	1	7	2	4	3	3	1	0	2	4	1	9	8	4	141	0	5	0	5	10	2416	3	21	46	14	42	38	12	0	7	6	17	7	0	0	0	1	2	7	7	4	5	16	6	4	8	2	4	26	10	0	5	11	121	22	13	81	85	8	35	311	3	1	317	8	56	6	12	1	0	2	0	0	0	0	0	1	0	1	5	0	2	3	2	1	15	2	18	1	0	1	1	0	1	0	9	0	0	0	0	3	0	0	0	0	0	9	0	7	0	0	0	19	0	4	0	0	1	0	4	0	1	103	0	0	4	137
ASV_193	1	0	0	1	0	2	5	0	1	1	0	0	0	0	0	0	3	0	1	0	0	0	0	5	0	0	0	0	0	0	1	3	0	0	12	0	0	0	0	4	38	9	23	357	545	49	191	21	3	124	3	9	41	1	2	7	124	16	4	0	0	7	646	13	11	758	12	140	299	37	0	350	635	11	15	24	13	37	21	36	30	0	0	52	6	13	31	18	6	0	0	1	0	0	0	0	3	0	0	3	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
