SampleID	richness	chao1	ACE	shannon	simpson	invsimpson
Q1	53	96.875	96.0031152647975	2.91459318943064	0.887552082673725	8.89300596914067
Q10	84	127.05	149.705405405405	3.65931748428467	0.938716581603576	16.3176276090101
Q100	41	79.5	81.3363054227122	2.54926080909511	0.863844176238903	7.34452609059622
Q101	71	129.583333333333	150.096809108335	3.59135265212195	0.955990932232368	22.7225899280576
Q102	42	75	78.5019119140454	2.50564856282278	0.846189891212117	6.50152326060107
Q103	37	50.125	57.2508174791914	2.66973859012228	0.892592545687111	9.31034076170263
Q104	47	68	70.849853515625	2.82867992904299	0.891478071452996	9.21472750612674
Q105	63	125	116.902837601483	3.4098024955533	0.943605070857765	17.7320907253537
Q106	34	139	82.7773668639053	2.13166272587391	0.756398728486215	4.10506888484533
Q107	46	76	104.880621693122	2.69925394080059	0.882005040463013	8.47493828485564
Q109	54	89.1	107.083855595497	3.17214210725724	0.932359012677144	14.7839355925857
Q11	68	168.428571428571	134.01880770471	3.40029367157615	0.932738947075138	14.8674449256261
Q110	80	170	169.738895558223	3.70615716477242	0.958397183419663	24.0368340943683
Q111	53	158.6	131.749961568962	2.46864606221427	0.762401691974519	4.20878417994776
Q112	56	102.5	115.827666858308	2.69465314484782	0.825926723319107	5.74470716624227
Q113	84	129.315789473684	148.713269909606	3.57033099687478	0.918681374349362	12.2973057156206
Q114	50	120.2	101.390312877137	2.99888621439669	0.913767556135307	11.5965633720076
Q115	72	254.142857142857	234.329439546746	2.933980929247	0.850825090867644	6.70354019865863
Q116	48	57.5625	72.871473354232	2.76191429115279	0.85667608059675	6.97720243880887
Q117	81	153.769230769231	154.511347161277	3.68835467689911	0.951051785058447	20.4297542043984
Q118	66	195	198.893606619248	3.06205176463829	0.881574448145287	8.44412362314191
Q12	68	131.909090909091	163.890990332919	3.45974407129645	0.949405402667139	19.7649561952441
Q13	67	107.615384615385	117.72088165785	3.45440569796298	0.94479553197148	18.1144757972012
Q14	67	203.666666666667	162.630923076923	3.12100037838434	0.900419194285787	10.0420958921531
Q147	62	167.6	120.89748822606	3.27986343845194	0.924810982636998	13.2998147212397
Q148	58	135.5	97.2005868266818	2.82119394735718	0.849026734717139	6.62368928781143
Q149	56	98	100.462412598425	3.06700983687322	0.911234660148681	11.2656584391497
Q15	77	188.363636363636	181.007168458781	3.1205184167	0.876407340332569	8.09109539911876
Q150	49	91.8571428571429	93.1976445192216	2.87250351615841	0.889021162345968	9.01072692000456
Q151	58	85	95.8031983540634	3.05687394797142	0.895252086473069	9.54672953693628
Q152	74	197	154.544736963757	3.53585331938078	0.943022504780841	17.5507890642365
Q153	57	74.2727272727273	77.0361244755471	3.49618289627522	0.956649485188891	23.0677768039731
Q155	60	122.333333333333	126.003926594497	2.92132084775291	0.864806676713821	7.3968149882904
Q156	53	93.6	112.170184313041	2.72042677686162	0.858879700105115	7.08615274163152
Q157	39	69.6	67.2473958333333	2.45262975306003	0.828332974506402	5.82523054223534
Q158	58	87	114.678483784498	3.1775668981341	0.923493876723952	13.0708491971528
Q159	61	185	112.877791364224	3.35350391088263	0.936487633135345	15.7449651046859
Q16	49	99.1428571428571	102.394329476943	2.83889749769617	0.893023138004838	9.34781579258909
Q160	61	104.153846153846	126.642127724432	2.8249766680891	0.837299426299059	6.14625982719701
Q161	62	107.111111111111	107.151110526843	3.4857914768486	0.951634351135371	20.6758313694684
Q162	56	87.5	100.925269972394	2.86350625015855	0.871417535238915	7.77711021372993
Q163	65	111.75	122.16774894726	3.21305074491014	0.915844530844341	11.8827689992476
Q164	44	61.2727272727273	75.4245014245014	2.41887876392182	0.785754992971214	4.66755334870249
Q165	49	72	82.1094891344047	2.47153765609178	0.76863261610162	4.32213038480486
Q166	43	82.4285714285714	96.3526793943384	2.46773080395356	0.82048099694786	5.57044091710759
Q167	56	93.8	108.212091590391	3.07077345655596	0.907561960968073	10.8180572681189
Q168	56	83.6	87.5904844250943	3.23435312836639	0.922809994807563	12.95504511895
Q169	69	96.1875	109.470693217178	3.47733809754227	0.94099618799154	16.9480575230736
Q17	69	102.066666666667	115.300621118012	3.59833943761605	0.958574486138727	24.1397126261082
Q170	40	75	77.1094868234325	2.35160822997481	0.775294132546447	4.45026207518458
Q171	59	90.2307692307692	116.847342995169	3.22489483071528	0.929142234774129	14.1127792672029
Q172	45	79.3636363636364	135.040886965927	2.32164910530403	0.809133622927774	5.23926746732135
Q173	46	93.25	105.556779920416	2.59318263890659	0.871164245640253	7.76182050525902
Q174	64	93.0625	108.925831684715	3.05032084814017	0.875343524018186	8.02204612414914
Q175	69	136.363636363636	143.176295045995	3.30256247946967	0.923949798001545	13.1492089925062
Q176	25	36	45.9618644067797	1.41981107982958	0.522688415800205	2.09506752633394
Q177	68	116	113.841957370569	3.451389474242	0.941046845911273	16.9626208378088
Q178	67	98.2307692307692	102.857810823529	3.56995178199821	0.954015273362799	21.7463508675296
Q179	54	84	89.7805400206069	3.13867749571201	0.926913286305898	13.6823774042627
Q18	56	131.428571428571	123.159782608696	2.83840267665419	0.865110624232216	7.41348230213125
Q180	58	94.25	106.457095709571	3.0540561577627	0.906852750091817	10.7356900067981
Q181	60	96.25	115.594185280537	3.30468323065743	0.940261648155418	16.7396650413398
Q182	30	41.375	54.1699926953981	1.67547639751184	0.596091741492636	2.47580973881416
Q183	57	108.666666666667	110.5	3.08092363581877	0.918934663948025	12.3357287923762
Q184	63	174.428571428571	178.789473684211	3.09184585437922	0.910424133432961	11.1637211932702
Q185	69	106.4	113.672637539666	3.35900593763323	0.923569863603551	13.0838442419221
