OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_3	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101_soil_group	Unassigned	Unassigned
ASV_4	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter_sp._KFC-41
ASV_5	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unassigned	Unassigned	Unassigned	Unassigned
ASV_6	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unassigned	Unassigned	Unassigned	Unassigned
ASV_8	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unassigned	Unassigned	Unassigned	Unassigned
ASV_9	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Unassigned	Unassigned	Unassigned
ASV_7	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_10	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_16	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unassigned	Unassigned	Unassigned	Unassigned
ASV_18	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_14	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassigned	Unassigned
ASV_13	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassigned	Unassigned
ASV_12	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassigned	Unassigned
ASV_15	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unknown_Order	Unknown_Family	Candidatus_Nitrososphaera	Unassigned
ASV_22	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	Unknown_Family	Blastocatella	Unassigned
ASV_17	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Unassigned
ASV_24	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unassigned
ASV_57	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101_soil_group	Unassigned	Unassigned
ASV_21	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned
ASV_19	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassigned	Unassigned
ASV_31	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_26	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Unassigned	Unassigned
ASV_28	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_25	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unknown_Order	Unknown_Family	Candidatus_Nitrososphaera	Unassigned
ASV_23	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unassigned	Unassigned	Unassigned	Unassigned
ASV_35	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_20	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101_soil_group	Unassigned	Unassigned
ASV_37	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unassigned	Unassigned	Unassigned	Unassigned
ASV_27	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassigned	Unassigned
ASV_30	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unassigned	Unassigned	Unassigned	Unassigned
ASV_36	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unassigned	Unassigned	Unassigned	Unassigned
ASV_33	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101_soil_group	Unassigned	Unassigned
ASV_41	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned
ASV_32	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unknown_Order	Unknown_Family	Candidatus_Nitrososphaera	Unassigned
ASV_34	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unassigned	Unassigned	Unassigned	Unassigned
ASV_29	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unassigned	Unassigned	Unassigned	Unassigned
ASV_46	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unassigned	Unassigned
ASV_51	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Unassigned	Unassigned	Unassigned
ASV_52	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned
ASV_42	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
ASV_38	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unknown_Order	Unknown_Family	Candidatus_Nitrososphaera	Unassigned
ASV_47	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_55	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_39	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_44	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium_elkanii
ASV_45	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassigned	Unassigned
ASV_62	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_74	Bacteria	Chloroflexi	KD4-96	Unassigned	Unassigned	Unassigned	Unassigned
ASV_48	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	288-2	Unassigned	Unassigned
ASV_59	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	JG34-KF-361	Unassigned	Unassigned
ASV_50	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Unassigned
ASV_53	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Unassigned
ASV_58	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101_soil_group	Unassigned	Unassigned
ASV_64	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned
ASV_66	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned
ASV_56	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_54	Bacteria	Acidobacteria	Holophagae	Subgroup_10	ABS-19	Unassigned	Unassigned
ASV_89	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_73	Bacteria	Acidobacteria	Holophagae	Subgroup_7	Unassigned	Unassigned	Unassigned
ASV_69	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned
ASV_93	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Unassigned	Unassigned	Unassigned
ASV_72	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter_methylotrophus
ASV_61	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	Unassigned
ASV_84	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	JG34-KF-161	Unassigned	Unassigned
ASV_76	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_75	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned
ASV_99	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_71	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_70	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter_sp._TD4-1
ASV_63	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unassigned	Unassigned	Unassigned	Unassigned
ASV_43	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Unassigned
ASV_86	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_67	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_49	Bacteria	Chloroflexi	Ktedonobacteria	C0119	Unassigned	Unassigned	Unassigned
ASV_91	Bacteria	Chloroflexi	KD4-96	Unassigned	Unassigned	Unassigned	Unassigned
ASV_97	Bacteria	Acidobacteria	Acidobacteria	Subgroup_6	Unassigned	Unassigned	Unassigned
ASV_85	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Unassigned	Unassigned	Unassigned
ASV_104	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_105	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_78	Bacteria	Chloroflexi	KD4-96	Unassigned	Unassigned	Unassigned	Unassigned
ASV_95	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Unassigned	Unassigned
ASV_68	Bacteria	Acidobacteria	Holophagae	Subgroup_7	Unassigned	Unassigned	Unassigned
ASV_40	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium_formosense
ASV_101	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassigned	Unassigned
ASV_111	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes	Unassigned
ASV_109	Bacteria	Chloroflexi	Gitt-GS-136	Unassigned	Unassigned	Unassigned	Unassigned
ASV_77	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassigned	Unassigned
ASV_82	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassigned	Unassigned
ASV_79	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned
ASV_118	Bacteria	Acidobacteria	Acidobacteria	Subgroup_6	Unassigned	Unassigned	Unassigned
ASV_103	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Crossiella	Unassigned
ASV_94	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Unassigned	Unassigned
ASV_90	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	Unassigned
ASV_98	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Nordella	Unassigned
ASV_106	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned
ASV_87	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101_soil_group	Unassigned	Unassigned
ASV_81	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_102	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned
ASV_80	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_130	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas	Unassigned
ASV_122	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_149	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium_sp._WSM2622
ASV_666	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Unassigned
ASV_60	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101_soil_group	Unassigned	Unassigned
ASV_120	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unassigned	Unassigned	Unassigned	Unassigned
ASV_133	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unassigned	Unassigned	Unassigned	Unassigned
ASV_107	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium	Unassigned
ASV_83	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unassigned	Unassigned	Unassigned	Unassigned
ASV_117	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassigned	Unassigned
ASV_65	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unknown_Order	Unknown_Family	Candidatus_Nitrososphaera	Unassigned
ASV_140	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unassigned	Unassigned
ASV_119	Bacteria	Chloroflexi	KD4-96	Unassigned	Unassigned	Unassigned	Unassigned
ASV_191	Bacteria	Acidobacteria	Acidobacteria	Subgroup_6	Unassigned	Unassigned	Unassigned
ASV_92	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassigned	Unassigned
ASV_134	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Ellin6055	Unassigned	Unassigned
ASV_161	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ferruginibacter	Unassigned
ASV_88	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unknown_Order	Unknown_Family	Candidatus_Nitrososphaera	Unassigned
ASV_123	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Unassigned
ASV_125	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned
ASV_157	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101_soil_group	Unassigned	Unassigned
ASV_165	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Unassigned
ASV_155	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Variibacter	Unassigned
ASV_126	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Unassigned	Unassigned	Unassigned
ASV_139	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Devosia_sp._NKJ1
ASV_127	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassigned	Unassigned
ASV_131	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unassigned
ASV_163	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Unassigned	Unassigned
ASV_141	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Unassigned
ASV_144	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	Unknown_Family	Blastocatella	Unassigned
ASV_100	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unassigned
ASV_158	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_178	Bacteria	Proteobacteria	Betaproteobacteria	TRA3-20	Unassigned	Unassigned	Unassigned
ASV_160	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Flavitalea	Unassigned
ASV_142	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Unassigned
ASV_96	Bacteria	Chloroflexi	Ktedonobacteria	C0119	Unassigned	Unassigned	Unassigned
ASV_115	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Unassigned	Unassigned
ASV_154	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	MNG7	Unassigned	Unassigned
ASV_110	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Unassigned
ASV_135	Bacteria	Actinobacteria	MB-A2-108	Unassigned	Unassigned	Unassigned	Unassigned
ASV_206	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Ellin6055	Unassigned	Unassigned
ASV_152	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unassigned	Unassigned
ASV_179	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Unassigned	Unassigned
ASV_223	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Unassigned
ASV_136	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassigned	Unassigned
ASV_303	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101_soil_group	Unassigned	Unassigned
ASV_243	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101_soil_group	Unassigned	Unassigned
ASV_177	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Nitratireductor	unidentified
ASV_137	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned
ASV_143	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unassigned	Unassigned	Unassigned	Unassigned
ASV_199	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unassigned	Unassigned
ASV_171	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Pseudomonas_sp._IMER-B2-12
ASV_148	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	Unassigned	Unassigned	Unassigned
ASV_198	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unassigned
ASV_116	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_fluorescens
ASV_167	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Q3-6C1	Unassigned	Unassigned
ASV_147	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	MNG7	Unassigned	Unassigned
ASV_124	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unassigned	Unassigned	Unassigned	Unassigned
ASV_192	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101_soil_group	Unassigned	Unassigned
ASV_132	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Unassigned	Unassigned	Unassigned
ASV_195	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Patulibacteraceae	Patulibacter	Unassigned
ASV_197	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	Unassigned
ASV_129	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_188	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_189	Bacteria	Acidobacteria	Acidobacteria	Subgroup_6	Unassigned	Unassigned	Unassigned
ASV_221	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unknown_Order	Unknown_Family	Candidatus_Nitrososphaera	Unassigned
ASV_151	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned
ASV_184	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Unassigned	Unassigned	Unassigned
ASV_193	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Variibacter	Unassigned
ASV_202	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned
ASV_464	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Unassigned	Unassigned	Unassigned
ASV_112	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned
ASV_156	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45	Unassigned	Unassigned	Unassigned
ASV_168	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Unassigned	Unassigned	Unassigned
ASV_173	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Unassigned	Unassigned
ASV_218	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unassigned	Unassigned	Unassigned
ASV_210	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales_Incertae_Sedis	Steroidobacter	Unassigned
ASV_229	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
ASV_187	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	Elev-16S-573	Unassigned	Unassigned
ASV_216	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unassigned	Unassigned	Unassigned
ASV_162	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unassigned	Unassigned	Unassigned	Unassigned
ASV_108	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_putida
ASV_138	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101_soil_group	Unassigned	Unassigned
ASV_183	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Unassigned
ASV_185	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unassigned
ASV_330	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	Unassigned	Unassigned	Unassigned
ASV_200	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101_soil_group	Unassigned	Unassigned
ASV_172	Bacteria	Actinobacteria	Thermoleophilia	Unassigned	Unassigned	Unassigned	Unassigned
ASV_166	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1_clade	Unassigned	Unassigned
ASV_219	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Unassigned	Unassigned	Unassigned
ASV_196	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	MNG7	Unassigned	Unassigned
ASV_333	Archaea	Thaumarchaeota	Soil_Crenarchaeotic_Group[SCG]	Unassigned	Unassigned	Unassigned	Unassigned
ASV_369	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_204	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Unassigned
ASV_215	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Unassigned	Unassigned	Unassigned
ASV_145	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unassigned	Unassigned	Unassigned
ASV_175	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_121	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_114	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella_sp._B2_25
ASV_212	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Unassigned	Unassigned	Unassigned
ASV_220	Bacteria	Chloroflexi	KD4-96	Unassigned	Unassigned	Unassigned	Unassigned
ASV_238	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	288-2	Unassigned	Unassigned
ASV_266	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unassigned
ASV_150	Bacteria	Acidobacteria	Holophagae	Subgroup_7	Unassigned	Unassigned	Unassigned
ASV_170	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	11-24	Unassigned	Unassigned
ASV_176	Bacteria	Chloroflexi	KD4-96	Unassigned	Unassigned	Unassigned	Unassigned
ASV_262	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Ellin6055	Unassigned	Unassigned
ASV_208	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	Unknown_Family	Blastocatella	Unassigned
ASV_236	Bacteria	Acidobacteria	Holophagae	Subgroup_7	Unassigned	Unassigned	Unassigned
ASV_251	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	Unassigned	Unassigned	Unassigned
ASV_11370	Bacteria	Acidobacteria	Acidobacteria	Subgroup_6	Unassigned	Unassigned	Unassigned
ASV_282	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Unassigned
ASV_230	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned
ASV_231	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Unassigned
ASV_209	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45	Unassigned	Unassigned	Unassigned
ASV_159	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Unassigned
ASV_213	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned
ASV_232	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	RB41	Unassigned	Unassigned
ASV_181	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	beta_proteobacterium_4-80
ASV_256	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	Unassigned	Unassigned	Unassigned
ASV_310	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned
ASV_283	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unassigned	Unassigned
ASV_270	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Unassigned
ASV_194	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Unassigned	Unassigned	Unassigned
ASV_224	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ferruginibacter	Unassigned
ASV_257	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unassigned	Unassigned	Unassigned
ASV_274	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101_soil_group	Unassigned	Unassigned
ASV_186	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Unassigned
ASV_292	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unassigned	Unassigned
