SampleID	richness	chao1	ACE	shannon	simpson	invsimpson
Q1	2481	4627.63235294118	4698.12398978832	6.56093216701425	0.993363765553351	150.687864938975
Q10	3432	6133.58482142857	6802.76756631339	7.27176153017519	0.997677389304869	430.549985021776
Q100	3142	5786.5	6271.21642307021	6.99030690289281	0.995770047251103	236.409260188696
Q101	3156	5688.7528830313	6320.46845359243	6.9964342247084	0.994433006037585	179.630157092224
Q102	2619	4552.40606060606	4953.77863828376	6.60843311505261	0.991426594519546	116.639764942859
Q103	3063	5362.08020477816	5682.0336452712	7.01338604623961	0.996292304165967	269.709287051249
Q104	3198	5629.07075471698	6233.40751627814	7.08455203087282	0.99668677101862	301.820370888884
Q105	3075	5307.77128547579	5717.32199511061	7.04999783690718	0.996509135160817	286.461964604212
Q106	2652	4581.84782608696	4937.73753956329	6.52332680531764	0.985010866169355	66.7149957628329
Q107	2872	5209.08771929825	5514.73350237337	6.8585933818092	0.994571357556844	184.208116572623
Q109	2779	4884.93641618497	5193.47129217521	6.73522114218738	0.992297022710986	129.819933576362
Q11	3029	5473.56476683938	5922.08094044803	6.79404453750327	0.992134319183502	127.134576564889
Q110	2716	4680.26425855513	5080.36681578211	6.69616124692635	0.993088846544741	144.693647228891
Q111	3042	5577.02985074627	5827.68907959568	6.96680310849142	0.994847025858015	194.062685440678
Q112	2997	5601.17439703154	6029.49684123486	6.80882737088273	0.991175153344507	113.3164165949
Q113	2815	4951.67184466019	5221.422137959	6.87220613952386	0.995949146013428	246.861526807656
Q114	2866	5006.63531669866	5248.70656737639	6.96871066664542	0.996182336562523	261.94032459309
Q115	2863	5382.45186640472	5681.22178952107	6.7387186938694	0.993569785326968	155.515803258312
Q116	2488	4661.28798185941	4872.0128735847	5.93544408678475	0.956937710524449	23.2221744867458
Q117	3077	5538.3612565445	5824.982134212	6.87673395170158	0.992079032096696	126.247197590953
Q118	2751	5494.125	5819.83451047508	6.41964689294481	0.985909696116909	70.970790147404
Q12	3362	6186.5332278481	6722.99483232333	7.09259993297256	0.995486315134753	221.548475326575
Q13	3476	5914.04	6394.45014207936	7.29076134620561	0.996687984158956	301.930923037146
Q14	3023	5413.90509666081	5800.6003007609	6.89789911305852	0.994776485315507	191.441981194906
Q147	3153	5451.3197492163	5928.66943271772	6.8542231360538	0.990265084008541	102.723023072553
Q148	2872	4834.29908256881	5167.43515936221	6.9917429280579	0.996358473835203	274.610137273538
Q149	3298	5319.26783114993	5716.94427152787	7.20532371507226	0.994991460919255	199.659019102881
Q15	3211	5304.70047543582	5526.02352639267	7.1985463941247	0.997162910760398	352.473932099581
Q150	3257	5413.60514372163	5823.48400880676	7.17626906515794	0.995087227644642	203.551055832955
Q151	3142	5281.11920529801	5591.96076300811	7.17218128206123	0.995844584020601	240.649794137977
Q152	3194	5243.4024577573	5549.73295853374	7.13640905297071	0.996597301918803	293.884434098285
Q153	2948	4901.99649122807	5252.53579340882	6.97663600506461	0.992464293355031	132.701556352066
Q155	3078	5007.94522691706	5509.465720103	6.97791000555615	0.991604069814656	119.105325785779
Q156	3215	5784.99348534202	6282.82184387606	7.08718140115077	0.996236035862712	265.677345353373
Q157	3315	5726.53168469861	6182.54921770021	7.24872339389488	0.997398598951362	384.408240522302
Q158	3189	5868	6389.47973929705	7.03861125970776	0.995485173355613	221.492446724016
Q159	3180	5667.67576791809	5902.60872513862	7.06701100771381	0.994506722153327	182.040673694603
Q16	3322	5600.13114754098	6068.04722868887	7.19411305633795	0.996616765685084	295.575152921325
Q160	3118	5557.08212560387	6177.05548066456	6.9009736923151	0.994205167578211	172.567544186419
Q161	3068	5339.51655629139	5807.92858689259	6.87906928336618	0.992369989534167	131.061419178646
Q162	3407	5832.68018018018	6181.46225566341	7.34619541946356	0.997896414656505	475.37885880996
Q163	2983	5408.18294849023	5815.340881062	6.77245520022963	0.993218170872672	147.452845128518
Q164	2830	5196.41304347826	5227.01815960876	7.07195073792275	0.9975182181566	402.936302664779
Q165	3392	5720.45	6081.15707709813	7.17123409053156	0.996542817645454	289.252893670821
Q166	3149	5719.19173553719	6258.17181084462	6.95736560452695	0.995517232373035	223.076474895731
Q167	3183	5662.488	6176.20527146955	6.99773136720394	0.995848883532676	240.899046767692
Q168	2845	5324.51089108911	5652.84548173451	6.69833258249106	0.994009013489978	166.917418079163
Q169	3316	5823.11332312404	6308.55588852204	7.19792395712839	0.997476400495589	396.259389911986
Q17	3058	5459.52323580034	5971.11696276566	7.00665157345122	0.99613213396095	258.540494914785
Q170	3213	5224.39013452915	5671.51761788772	7.14109971042885	0.995963775058663	247.756260994864
Q171	3068	5522.43441226576	5982.37799599915	6.88057822020651	0.994614887886565	185.697155218966
Q172	3127	5490.04713804714	5738.7362198757	7.05793955486506	0.996700668611592	303.091712312842
Q173	2209	3347.50663716814	3565.54603610081	6.38457831015285	0.989894951323814	98.9604337440437
Q174	2450	4500.4028436019	4826.05141884965	6.65849707141279	0.995293497182446	212.471985838454
Q175	2657	4694.14928425358	4963.78670488584	6.67279391490627	0.993879385876963	163.382297903101
Q176	2749	5019.11475409836	5213.64716353406	6.71090061234764	0.994107045933347	169.694178622354
Q177	3255	5555.00154320988	6031.18679664336	7.19122396064012	0.997101593652507	345.017185345677
Q178	3120	5561.02666666667	5984.07748437879	6.96201993704523	0.99545332842178	219.941111381418
Q179	2441	4430.2275	4554.0629993005	6.71409803489466	0.995335707330037	214.394779821532
Q18	3283	6028.21900161031	6575.03771504501	7.08388762237581	0.995701272898202	232.62700244028
